Animal_Id,Animal_Type,Animal_Breed
A1140891,CAT,DOMESTIC SH
A1140892,DOG,AM PIT BULL TER
A1140893,DOG,GERM SHEPHERD
A1140894,DOG,BOXER
A1140895,DOG,BOXER
A1140899,DOG,CAIRN TERRIER
A1140900,DOG,PIT BULL
A1140901,DOG,PIT BULL
A1140905,DOG,CAIRN TERRIER
A1140906,DOG,PIT BULL
A1140908,DOG,LABRADOR RETR
A1140909,DOG,PIT BULL
A1140910,DOG,GERM SHEPHERD
A1140910,DOG,GERM SHEPHERD
A1140910,DOG,GERM SHEPHERD
A1140910,DOG,GERM SHEPHERD
A1140911,DOG,BORDER COLLIE
A1140912,DOG,PARSON RUSS TER
A1140913,DOG,CHIHUAHUA SH
A1140914,DOG,AUST SHEPHERD
A1140916,CAT,DOMESTIC SH
A1140917,DOG,YORKSHIRE TERR
A1140918,DOG,LABRADOR RETR
A1140921,DOG,ALASKAN HUSKY
A1140923,DOG,COLLIE SMOOTH
A1140924,DOG,LABRADOR RETR
A1140925,WILDLIFE,RACCOON
A1140926,DOG,ALASKAN HUSKY
A1140927,DOG,GERM SHEPHERD
A1140928,DOG,PIT BULL
A1140931,DOG,PIT BULL
A1140932,CAT,DOMESTIC SH
A1140933,DOG,ENG POINTER
A1140934,DOG,BASENJI
A1140936,DOG,GERM SHEPHERD
A1140938,DOG,PIT BULL
A1140941,CAT,DOMESTIC SH
A1140944,DOG,AMER BULLDOG
A1140944,DOG,AMER BULLDOG
A1140949,DOG,CHOW CHOW
A1140950,DOG,LABRADOR RETR
A1140951,DOG,LABRADOR RETR
A1140952,DOG,LABRADOR RETR
A1140953,DOG,PIT BULL
A1140954,DOG,PIT BULL
A1140955,DOG,SIBERIAN HUSKY
A1140956,DOG,CHIHUAHUA SH
A1140958,DOG,LABRADOR RETR
A1140959,DOG,PIT BULL
A1140960,CAT,DOMESTIC SH
A1140962,DOG,AUST SHEPHERD
A1140963,DOG,GERM SHEPHERD
A1140964,DOG,GERM SHEPHERD
A1140965,DOG,BORDER TERRIER
A1140966,DOG,BORDER TERRIER
A1140967,DOG,BULL TERRIER
A1140969,CAT,DOMESTIC SH
A1140972,DOG,CHIHUAHUA LH
A1140973,DOG,PIT BULL
A1140974,DOG,PIT BULL
A1140976,DOG,GERM SHEPHERD
A1140977,DOG,AMER BULLDOG
A1140978,DOG,AMER BULLDOG
A1140979,DOG,PIT BULL
A1140983,DOG,AKITA
A1140986,DOG,PIT BULL
A1140987,DOG,PIT BULL
A1140988,DOG,LABRADOR RETR
A1140989,DOG,GERM SHEPHERD
A1140990,DOG,GERM SHEPHERD
A1140991,DOG,GERM SHEPHERD
A1140991,DOG,GERM SHEPHERD
A1140993,DOG,PIT BULL
A1140994,DOG,LABRADOR RETR
A1140995,CAT,DOMESTIC SH
A1140996,DOG,ALASKAN HUSKY
A1140997,DOG,PIT BULL
A1141000,DOG,GERM SHEPHERD
A1141000,DOG,GERM SHEPHERD
A1141001,DOG,PIT BULL
A1141002,LIVESTOCK,PIG
A1141004,DOG,PIT BULL
A1141006,DOG,GERM SHEPHERD
A1141007,DOG,CHIHUAHUA SH
A1141011,DOG,CAROLINA DOG
A1141012,DOG,ALASKAN HUSKY
A1141013,DOG,AM PIT BULL TER
A1141014,WILDLIFE,COYOTE
A1141016,DOG,PIT BULL
A1141017,CAT,DOMESTIC SH
A1141019,DOG,MALTESE
A1141020,DOG,GERM SHEPHERD
A1141023,DOG,LABRADOR RETR
A1141024,DOG,LABRADOR RETR
A1141026,CAT,ABYSSINIAN
A1141027,CAT,DOMESTIC SH
A1141028,DOG,PIT BULL
A1141029,DOG,CHIHUAHUA LH
A1141031,DOG,GERM SHEPHERD
A1141031,DOG,GERM SHEPHERD
A1141033,CAT,DOMESTIC SH
A1141034,DOG,GREAT PYRENEES
A1141040,DOG,AM PIT BULL TER
A1141041,DOG,AM PIT BULL TER
A1141042,DOG,GERM SHEPHERD
A1141044,DOG,GERM SHEPHERD
A1141044,DOG,GERM SHEPHERD
A1141045,DOG,LABRADOR RETR
A1141046,DOG,AM PIT BULL TER
A1141047,DOG,GERM SHEPHERD
A1141047,DOG,GERM SHEPHERD
A1141048,CAT,DOMESTIC SH
A1141049,CAT,DOMESTIC SH
A1141050,DOG,PIT BULL
A1141051,DOG,CHIHUAHUA LH
A1141053,DOG,PIT BULL
A1141054,DOG,LABRADOR RETR
A1141056,DOG,COCKER SPAN
A1141057,DOG,PIT BULL
A1141058,DOG,POODLE MIN
A1141059,DOG,POODLE MIN
A1141060,DOG,LABRADOR RETR
A1141061,DOG,GREAT PYRENEES
A1141062,DOG,GERM SHEPHERD
A1141063,DOG,DACHSHUND
A1141065,DOG,GERM SHEPHERD
A1141066,DOG,CAIRN TERRIER
A1141067,DOG,CAIRN TERRIER
A1141068,DOG,CAIRN TERRIER
A1141070,DOG,RAT TERRIER
A1141071,DOG,PIT BULL
A1141076,CAT,DOMESTIC MH
A1141080,DOG,CHIHUAHUA SH
A1141080,DOG,CHIHUAHUA SH
A1141085,DOG,AUST CATTLE DOG
A1141090,DOG,GREAT PYRENEES
A1141091,WILDLIFE,OPOSSUM
A1141092,DOG,LABRADOR RETR
A1141092,DOG,LABRADOR RETR
A1141093,DOG,MALTESE
A1141094,CAT,DOMESTIC SH
A1141096,DOG,AMER BULLDOG
A1141097,DOG,POODLE MIN
A1141098,DOG,CHIHUAHUA SH
A1141099,DOG,CHIHUAHUA SH
A1141100,DOG,POMERANIAN
A1141101,DOG,MIXED BREED
A1141101,DOG,MIXED BREED
A1141102,DOG,FRENCH BULLDOG
A1141104,DOG,PIT BULL
A1141106,DOG,GERM SHEPHERD
A1141108,DOG,AUST CATTLE DOG
A1141109,DOG,CHINESE SHARPEI
A1141110,DOG,GERM SHEPHERD
A1141111,DOG,ALASKAN HUSKY
A1141112,DOG,GERM SHEPHERD
A1141113,DOG,GERM SHEPHERD
A1141114,DOG,GERM SHEPHERD
A1141114,DOG,GERM SHEPHERD
A1141115,DOG,GERM SHEPHERD
A1141116,CAT,DOMESTIC SH
A1141117,DOG,PIT BULL
A1141118,CAT,DOMESTIC SH
A1141118,CAT,DOMESTIC SH
A1141119,DOG,PIT BULL
A1141120,DOG,PIT BULL
A1141121,CAT,DOMESTIC SH
A1141121,CAT,DOMESTIC SH
A1141122,CAT,DOMESTIC SH
A1141122,CAT,DOMESTIC SH
A1141123,DOG,CATAHOULA
A1141123,DOG,CATAHOULA
A1141124,CAT,DOMESTIC SH
A1141125,DOG,CHIHUAHUA SH
A1141125,DOG,CHIHUAHUA SH
A1141126,DOG,YORKSHIRE TERR
A1141127,DOG,YORKSHIRE TERR
A1141128,CAT,DOMESTIC SH
A1141129,DOG,DACHSHUND LH
A1141130,DOG,DACHSHUND
A1141132,DOG,CATAHOULA
A1141134,DOG,PIT BULL
A1141135,DOG,SHIH TZU
A1141136,DOG,SHIH TZU
A1141138,CAT,DOMESTIC SH
A1141139,CAT,DOMESTIC SH
A1141140,DOG,AMER BULLDOG
A1141144,DOG,ALASKAN HUSKY
A1141145,DOG,DACHSHUND
A1141146,DOG,SIBERIAN HUSKY
A1141147,DOG,ALASKAN HUSKY
A1141147,DOG,ALASKAN HUSKY
A1141149,DOG,TREEING CUR
A1141150,DOG,AM PIT BULL TER
A1141151,DOG,AM PIT BULL TER
A1141152,DOG,AM PIT BULL TER
A1141153,DOG,POODLE MIN
A1141154,DOG,PIT BULL
A1141155,DOG,STAFFORDSHIRE
A1141156,DOG,PIT BULL
A1141158,DOG,LABRADOR RETR
A1141159,DOG,SIBERIAN HUSKY
A1141161,DOG,PIT BULL
A1141162,CAT,DOMESTIC SH
A1141163,DOG,ALASKAN HUSKY
A1141164,DOG,PUG
A1141165,DOG,ALASKAN HUSKY
A1141166,DOG,CHIHUAHUA LH
A1141167,DOG,AUST SHEPHERD
A1141168,DOG,BELG MALINOIS
A1141168,DOG,BELG MALINOIS
A1141169,DOG,POINTER
A1141170,DOG,GERM SHEPHERD
A1141171,DOG,CATAHOULA
A1141172,DOG,GREAT PYRENEES
A1141172,DOG,GREAT PYRENEES
A1141172,DOG,GREAT PYRENEES
A1141173,DOG,GREAT PYRENEES
A1141174,CAT,DOMESTIC SH
A1141174,CAT,DOMESTIC SH
A1141175,DOG,PIT BULL
A1141175,DOG,PIT BULL
A1141177,DOG,GERM SHEPHERD
A1141178,DOG,POODLE MIN
A1141179,DOG,AMER BULLDOG
A1141180,DOG,AMER BULLDOG
A1141181,DOG,AMER BULLDOG
A1141182,CAT,DOMESTIC SH
A1141183,DOG,PIT BULL
A1141184,DOG,FOX TERR WIRE
A1141185,DOG,ANATOL SHEPHERD
A1141187,DOG,POODLE MIN
A1141188,DOG,LABRADOR RETR
A1141188,DOG,LABRADOR RETR
A1141188,DOG,LABRADOR RETR
A1141188,DOG,LABRADOR RETR
A1141188,DOG,LABRADOR RETR
A1141188,DOG,LABRADOR RETR
A1141188,DOG,LABRADOR RETR
A1141189,DOG,PIT BULL
A1141189,DOG,PIT BULL
A1141190,DOG,AMERICAN STAFF
A1141191,DOG,CHOW CHOW
A1141192,DOG,FRENCH BULLDOG
A1141193,DOG,CHIHUAHUA SH
A1141194,DOG,DOBERMAN PINSCH
A1141194,DOG,DOBERMAN PINSCH
A1141195,DOG,PIT BULL
A1141196,DOG,AM PIT BULL TER
A1141198,DOG,PIT BULL
A1141199,DOG,CHIHUAHUA SH
A1141200,DOG,GERM SHEPHERD
A1141202,WILDLIFE,RABBIT SH
A1141203,DOG,PIT BULL
A1141204,CAT,DOMESTIC SH
A1141205,CAT,DOMESTIC SH
A1141206,DOG,AMER BULLDOG
A1141207,DOG,PIT BULL
A1141208,DOG,AM PIT BULL TER
A1141208,DOG,AM PIT BULL TER
A1141209,DOG,PIT BULL
A1141209,DOG,PIT BULL
A1141210,DOG,CHIHUAHUA SH
A1141211,DOG,LABRADOR RETR
A1141213,DOG,BASSET HOUND
A1141214,DOG,CHIHUAHUA SH
A1141215,DOG,CHIHUAHUA SH
A1141216,DOG,LABRADOR RETR
A1141217,DOG,LABRADOR RETR
A1141218,DOG,LABRADOR RETR
A1141219,CAT,DOMESTIC SH
A1141220,DOG,LABRADOR RETR
A1141221,DOG,LABRADOR RETR
A1141222,DOG,AM PIT BULL TER
A1141225,DOG,PIT BULL
A1141226,DOG,PIT BULL
A1141227,DOG,AKITA
A1141227,DOG,AKITA
A1141227,DOG,AKITA
A1141228,DOG,GERM SHEPHERD
A1141228,DOG,GERM SHEPHERD
A1141230,DOG,AM PIT BULL TER
A1141232,DOG,SCHNAUZER MIN
A1141234,DOG,PIT BULL
A1141235,DOG,GERM SHEPHERD
A1141237,DOG,SIBERIAN HUSKY
A1141251,DOG,CHIHUAHUA SH
A1141253,DOG,GERM SHEPHERD
A1141254,DOG,ROTTWEILER
A1141261,DOG,YORKSHIRE TERR
A1141262,DOG,CATAHOULA
A1141263,DOG,CATAHOULA
A1141266,CAT,DOMESTIC SH
A1141268,DOG,CATAHOULA
A1141269,DOG,CATAHOULA
A1141270,DOG,CATAHOULA
A1141272,DOG,CHIHUAHUA SH
A1141273,DOG,DOBERMAN PINSCH
A1141274,DOG,GERM SHEPHERD
A1141274,DOG,GERM SHEPHERD
A1141274,DOG,GERM SHEPHERD
A1141275,DOG,DACHSHUND
A1141276,DOG,PLOTT HOUND
A1141277,DOG,LABRADOR RETR
A1141281,DOG,MIN PINSCHER
A1141283,DOG,GERM SHEPHERD
A1141284,DOG,KANGAL
A1141285,DOG,CHOW CHOW
A1141286,DOG,KANGAL
A1141287,DOG,KANGAL
A1141288,DOG,KANGAL
A1141289,DOG,KANGAL
A1141291,DOG,CAIRN TERRIER
A1141292,DOG,ROTTWEILER
A1141293,DOG,ALASKAN HUSKY
A1141294,DOG,ROTTWEILER
A1141295,DOG,PIT BULL
A1141297,DOG,PIT BULL
A1141298,DOG,AM PIT BULL TER
A1141299,DOG,BORDER COLLIE
A1141300,DOG,BORDER COLLIE
A1141301,DOG,LABRADOR RETR
A1141303,DOG,PIT BULL
A1141304,DOG,AUST SHEPHERD
A1141307,DOG,DOBERMAN PINSCH
A1141313,CAT,AMER SH
A1141314,DOG,ALASKAN HUSKY
A1141318,CAT,PERSIAN
A1141320,DOG,POODLE STND
A1141321,DOG,POODLE STND
A1141333,DOG,PIT BULL
A1141334,DOG,PIT BULL
A1141336,DOG,GERM SHEPHERD
A1141338,DOG,GERM SHEPHERD
A1141345,DOG,PIT BULL
A1141345,DOG,PIT BULL
A1141347,DOG,CHIHUAHUA SH
A1141348,DOG,SIBERIAN HUSKY
A1141349,DOG,PIT BULL
A1141357,DOG,SHIBA INU
A1141361,DOG,GERM WH POINT
A1141362,DOG,CAROLINA DOG
A1141363,DOG,LABRADOR RETR
A1141363,DOG,LABRADOR RETR
A1141363,DOG,LABRADOR RETR
A1141364,CAT,DOMESTIC SH
A1141364,CAT,DOMESTIC SH
A1141365,DOG,POODLE MIN
A1141367,DOG,SHIH TZU
A1141368,DOG,GERM SHEPHERD
A1141369,DOG,LABRADOR RETR
A1141371,DOG,COLLIE SMOOTH
A1141372,DOG,AM PIT BULL TER
A1141373,DOG,SHIH TZU
A1141374,LIVESTOCK,N/A
A1141375,DOG,PIT BULL
A1141379,CAT,DOMESTIC SH
A1141380,WILDLIFE,RACCOON
A1141385,DOG,AUST CATTLE DOG
A1141386,DOG,LABRADOR RETR
A1141387,DOG,CHIHUAHUA SH
A1141388,DOG,CHIHUAHUA SH
A1141390,DOG,PAPILLON
A1141390,DOG,PAPILLON
A1141396,DOG,GERM SHEPHERD
A1141402,DOG,GERM SHEPHERD
A1141402,DOG,GERM SHEPHERD
A1141402,DOG,GERM SHEPHERD
A1141402,DOG,GERM SHEPHERD
A1141402,DOG,GERM SHEPHERD
A1141403,DOG,PIT BULL
A1141404,DOG,GERM SHEPHERD
A1141405,DOG,GERM SHEPHERD
A1141406,DOG,GERM SHEPHERD
A1141414,DOG,GERM SHEPHERD
A1141416,DOG,LABRADOR RETR
A1141417,DOG,LABRADOR RETR
A1141417,DOG,LABRADOR RETR
A1141419,DOG,LABRADOR RETR
A1141420,DOG,AMERICAN STAFF
A1141421,CAT,DOMESTIC SH
A1141422,DOG,GERM SHEPHERD
A1141422,DOG,GERM SHEPHERD
A1141422,DOG,GERM SHEPHERD
A1141423,DOG,PIT BULL
A1141423,DOG,PIT BULL
A1141425,DOG,PIT BULL
A1141425,DOG,PIT BULL
A1141426,DOG,GREAT DANE
A1141430,DOG,AM PIT BULL TER
A1141430,DOG,AM PIT BULL TER
A1141431,DOG,AM PIT BULL TER
A1141432,DOG,LABRADOR RETR
A1141433,DOG,MIXED BREED
A1141433,DOG,MIXED BREED
A1141434,DOG,LABRADOR RETR
A1141435,DOG,BULL TERRIER
A1141435,DOG,BULL TERRIER
A1141437,DOG,CAROLINA DOG
A1141438,DOG,PIT BULL
A1141439,DOG,PIT BULL
A1141441,DOG,GERM SHEPHERD
A1141443,DOG,PIT BULL
A1141444,CAT,DOMESTIC SH
A1141445,CAT,DOMESTIC SH
A1141446,DOG,SIBERIAN HUSKY
A1141447,DOG,GOLDEN RETR
A1141448,DOG,BLACK MOUTH CUR
A1141449,DOG,GOLDEN RETR
A1141450,DOG,LABRADOR RETR
A1141452,DOG,GERM SHEPHERD
A1141454,DOG,BORDER COLLIE
A1141455,DOG,GREAT PYRENEES
A1141455,DOG,GREAT PYRENEES
A1141455,DOG,GREAT PYRENEES
A1141455,DOG,GREAT PYRENEES
A1141456,DOG,GREAT PYRENEES
A1141457,DOG,PIT BULL
A1141458,DOG,GERM SHEPHERD
A1141459,DOG,GERM SHEPHERD
A1141460,DOG,GERM SHEPHERD
A1141461,DOG,GERM SHEPHERD
A1141462,DOG,GERM SHEPHERD
A1141463,DOG,GERM SHEPHERD
A1141464,DOG,GERM SHEPHERD
A1141466,DOG,AKITA
A1141466,DOG,AKITA
A1141466,DOG,AKITA
A1141466,DOG,AKITA
A1141466,DOG,AKITA
A1141467,CAT,DOMESTIC SH
A1141468,DOG,SHIH TZU
A1141468,DOG,SHIH TZU
A1141469,DOG,AM PIT BULL TER
A1141472,DOG,PIT BULL
A1141475,DOG,POMERANIAN
A1141476,DOG,CHIHUAHUA SH
A1141477,DOG,CHIHUAHUA SH
A1141478,DOG,POMERANIAN
A1141479,DOG,POMERANIAN
A1141480,DOG,POMERANIAN
A1141481,DOG,POMERANIAN
A1141482,DOG,POMERANIAN
A1141482,DOG,POMERANIAN
A1141483,DOG,POMERANIAN
A1141484,DOG,GERM SHEPHERD
A1141485,DOG,CHIHUAHUA SH
A1141486,DOG,SHIH TZU
A1141488,DOG,CHIHUAHUA SH
A1141489,DOG,SHIH TZU
A1141491,DOG,PAPILLON
A1141491,DOG,PAPILLON
A1141494,DOG,PARSON RUSS TER
A1141494,DOG,PARSON RUSS TER
A1141495,DOG,AM PIT BULL TER
A1141495,DOG,AM PIT BULL TER
A1141497,DOG,LHASA APSO
A1141499,DOG,PIT BULL
A1141500,DOG,PIT BULL
A1141500,DOG,PIT BULL
A1141500,DOG,PIT BULL
A1141501,DOG,PIT BULL
A1141501,DOG,PIT BULL
A1141501,DOG,PIT BULL
A1141502,DOG,AM PIT BULL TER
A1141503,DOG,BEAGLE
A1141503,DOG,BEAGLE
A1141504,DOG,GERM SHEPHERD
A1141505,DOG,GERM SHEPHERD
A1141506,BIRD,OTHER BIRD
A1141507,DOG,SHIH TZU
A1141509,DOG,LABRADOR RETR
A1141514,DOG,OLD ENG BULLDOG
A1141515,DOG,LABRADOR RETR
A1141516,DOG,LABRADOR RETR
A1141518,DOG,LABRADOR RETR
A1141519,DOG,PIT BULL
A1141520,DOG,BELG MALINOIS
A1141520,DOG,BELG MALINOIS
A1141521,DOG,NS DUCK TOLLING
A1141521,DOG,NS DUCK TOLLING
A1141522,DOG,LABRADOR RETR
A1141523,CAT,DOMESTIC SH
A1141524,DOG,LABRADOR RETR
A1141525,CAT,DOMESTIC SH
A1141526,DOG,PIT BULL
A1141528,DOG,CHIHUAHUA SH
A1141528,DOG,CHIHUAHUA SH
A1141529,DOG,CHIHUAHUA SH
A1141530,DOG,LABRADOR RETR
A1141531,WILDLIFE,RABBIT SH
A1141532,DOG,GERM SHEPHERD
A1141533,DOG,LABRADOR RETR
A1141534,DOG,PIT BULL
A1141536,DOG,GOLDEN RETR
A1141537,DOG,AUST CATTLE DOG
A1141538,DOG,AUST CATTLE DOG
A1141539,DOG,AUST CATTLE DOG
A1141540,DOG,GREAT PYRENEES
A1141541,DOG,AMERICAN STAFF
A1141542,DOG,PIT BULL
A1141543,DOG,AUST CATTLE DOG
A1141544,DOG,PIT BULL
A1141545,DOG,BORDER COLLIE
A1141545,DOG,BORDER COLLIE
A1141547,DOG,PIT BULL
A1141548,DOG,ALASKAN HUSKY
A1141549,DOG,ALASKAN HUSKY
A1141550,DOG,CANE CORSO
A1141551,DOG,PIT BULL
A1141553,DOG,BORDER COLLIE
A1141554,DOG,ANATOL SHEPHERD
A1141558,CAT,AMER SH
A1141559,DOG,GERM SHEPHERD
A1141560,DOG,GERM SHEPHERD
A1141561,CAT,AMER SH
A1141563,CAT,DOMESTIC SH
A1141564,DOG,AM PIT BULL TER
A1141565,DOG,PIT BULL
A1141567,DOG,YORKSHIRE TERR
A1141568,DOG,AUST CATTLE DOG
A1141569,DOG,LABRADOR RETR
A1141569,DOG,LABRADOR RETR
A1141570,CAT,EGYPTIAN MAU
A1141571,DOG,PIT BULL
A1141571,DOG,PIT BULL
A1141572,DOG,PIT BULL
A1141574,DOG,PIT BULL
A1141578,DOG,ENG POINTER
A1141578,DOG,ENG POINTER
A1141578,DOG,ENG POINTER
A1141578,DOG,ENG POINTER
A1141579,DOG,SHIH TZU
A1141580,DOG,PIT BULL
A1141581,DOG,AUST CATTLE DOG
A1141581,DOG,AUST CATTLE DOG
A1141582,DOG,AUST CATTLE DOG
A1141582,DOG,AUST CATTLE DOG
A1141583,DOG,AUST CATTLE DOG
A1141583,DOG,AUST CATTLE DOG
A1141584,DOG,LABRADOR RETR
A1141586,CAT,DOMESTIC SH
A1141587,DOG,PIT BULL
A1141588,DOG,PIT BULL
A1141589,CAT,DOMESTIC SH
A1141590,DOG,GERM SHEPHERD
A1141591,CAT,EGYPTIAN MAU
A1141594,DOG,BORDER COLLIE
A1141594,DOG,BORDER COLLIE
A1141595,CAT,AMER SH
A1141598,CAT,DOMESTIC SH
A1141599,LIVESTOCK,PIG
A1141602,DOG,SCHNAUZER MIN
A1141603,DOG,LABRADOR RETR
A1141606,DOG,PIT BULL
A1141607,DOG,SHIH TZU
A1141608,CAT,DOMESTIC SH
A1141609,DOG,ANATOL SHEPHERD
A1141609,DOG,ANATOL SHEPHERD
A1141610,CAT,DOMESTIC SH
A1141610,CAT,DOMESTIC SH
A1141610,CAT,DOMESTIC SH
A1141611,DOG,AMER BULLDOG
A1141611,DOG,AMER BULLDOG
A1141612,DOG,CHIHUAHUA SH
A1141613,CAT,DOMESTIC SH
A1141613,CAT,DOMESTIC SH
A1141614,DOG,ALASKAN HUSKY
A1141615,DOG,BELG MALINOIS
A1141616,DOG,LAKELAND TERR
A1141619,DOG,LABRADOR RETR
A1141619,DOG,LABRADOR RETR
A1141623,DOG,YORKSHIRE TERR
A1141625,DOG,PIT BULL
A1141626,DOG,DACHSHUND LH
A1141627,DOG,GERM SHEPHERD
A1141630,DOG,PIT BULL
A1141630,DOG,PIT BULL
A1141630,DOG,PIT BULL
A1141630,DOG,PIT BULL
A1141632,DOG,NEAPOLITAN MAST
A1141634,DOG,LABRADOR RETR
A1141637,DOG,PUG
A1141640,DOG,PIT BULL
A1141641,DOG,BULL TERRIER
A1141642,DOG,GERM SHEPHERD
A1141643,CAT,DOMESTIC SH
A1141645,DOG,PIT BULL
A1141646,DOG,LABRADOR RETR
A1141646,DOG,LABRADOR RETR
A1141647,DOG,PIT BULL
A1141648,DOG,MIXED BREED
A1141648,DOG,MIXED BREED
A1141648,DOG,MIXED BREED
A1141649,DOG,BELG MALINOIS
A1141650,DOG,AUST CATTLE DOG
A1141651,DOG,LABRADOR RETR
A1141652,DOG,GERM SHEPHERD
A1141652,DOG,GERM SHEPHERD
A1141652,DOG,GERM SHEPHERD
A1141652,DOG,GERM SHEPHERD
A1141654,CAT,DOMESTIC SH
A1141655,DOG,CHIHUAHUA SH
A1141657,CAT,DOMESTIC SH
A1141658,CAT,DOMESTIC SH
A1141659,CAT,DOMESTIC SH
A1141660,CAT,DOMESTIC SH
A1141661,CAT,DOMESTIC SH
A1141663,DOG,DACHSHUND
A1141671,DOG,ROTTWEILER
A1141671,DOG,ROTTWEILER
A1141672,DOG,POMERANIAN
A1141673,DOG,BORDER COLLIE
A1141675,CAT,DOMESTIC SH
A1141676,DOG,SHIH TZU
A1141678,DOG,PIT BULL
A1141678,DOG,PIT BULL
A1141678,DOG,PIT BULL
A1141678,DOG,PIT BULL
A1141679,CAT,DOMESTIC SH
A1141681,CAT,DOMESTIC SH
A1141682,CAT,DOMESTIC SH
A1141683,CAT,DOMESTIC SH
A1141684,CAT,DOMESTIC SH
A1141685,CAT,DOMESTIC SH
A1141686,CAT,DOMESTIC SH
A1141687,CAT,DOMESTIC SH
A1141690,DOG,CATAHOULA
A1141691,DOG,GERM SHEPHERD
A1141693,DOG,AUST SHEPHERD
A1141696,DOG,PIT BULL
A1141697,DOG,PIT BULL
A1141698,CAT,DOMESTIC SH
A1141699,DOG,DACHSHUND
A1141700,DOG,AFFENPINSCHER
A1141701,DOG,DACHSHUND LH
A1141702,DOG,POMERANIAN
A1141703,DOG,DACHSHUND LH
A1141704,CAT,DOMESTIC SH
A1141705,CAT,DOMESTIC SH
A1141706,DOG,PIT BULL
A1141706,DOG,PIT BULL
A1141706,DOG,PIT BULL
A1141709,DOG,LABRADOR RETR
A1141710,DOG,POODLE STND
A1141711,DOG,GERM SHEPHERD
A1141712,DOG,GERM SHEPHERD
A1141713,DOG,LABRADOR RETR
A1141714,DOG,LABRADOR RETR
A1141715,DOG,PIT BULL
A1141715,DOG,PIT BULL
A1141715,DOG,PIT BULL
A1141717,DOG,DACHSHUND
A1141720,DOG,GERM SHEPHERD
A1141721,DOG,GERM SHEPHERD
A1141722,DOG,LABRADOR RETR
A1141723,DOG,DACHSHUND LH
A1141724,DOG,AMER BULLDOG
A1141725,CAT,DOMESTIC MH
A1141726,DOG,AM PIT BULL TER
A1141729,DOG,AUST KELPIE
A1141729,DOG,AUST KELPIE
A1141729,DOG,AUST KELPIE
A1141734,DOG,PUG
A1141735,DOG,BASSET HOUND
A1141735,DOG,BASSET HOUND
A1141737,DOG,GERM SHEPHERD
A1141738,CAT,DOMESTIC LH
A1141738,CAT,DOMESTIC LH
A1141739,CAT,DOMESTIC LH
A1141740,DOG,CHIHUAHUA SH
A1141741,DOG,PIT BULL
A1141743,DOG,AMER BULLDOG
A1141744,DOG,AM PIT BULL TER
A1141746,DOG,AMER BULLDOG
A1141748,DOG,AMER BULLDOG
A1141749,CAT,DOMESTIC SH
A1141750,DOG,PIT BULL
A1141751,DOG,PIT BULL
A1141754,DOG,LABRADOR RETR
A1141756,DOG,GERM SHEPHERD
A1141758,DOG,MIXED BREED
A1141758,DOG,MIXED BREED
A1141758,DOG,MIXED BREED
A1141759,CAT,DOMESTIC SH
A1141760,DOG,LABRADOR RETR
A1141760,DOG,LABRADOR RETR
A1141761,DOG,SIBERIAN HUSKY
A1141761,DOG,SIBERIAN HUSKY
A1141761,DOG,SIBERIAN HUSKY
A1141763,DOG,PIT BULL
A1141764,DOG,CHIHUAHUA SH
A1141765,DOG,GERM SHEPHERD
A1141767,CAT,DOMESTIC SH
A1141768,CAT,DOMESTIC SH
A1141769,DOG,BEAGLE
A1141770,DOG,SHIH TZU
A1141771,DOG,PIT BULL
A1141773,DOG,PIT BULL
A1141774,DOG,AMER BULLDOG
A1141775,DOG,BLACK MOUTH CUR
A1141775,DOG,BLACK MOUTH CUR
A1141775,DOG,BLACK MOUTH CUR
A1141775,DOG,BLACK MOUTH CUR
A1141775,DOG,BLACK MOUTH CUR
A1141775,DOG,BLACK MOUTH CUR
A1141779,DOG,PIT BULL
A1141780,DOG,PIT BULL
A1141781,DOG,MIXED BREED
A1141781,DOG,MIXED BREED
A1141782,DOG,MIXED BREED
A1141782,DOG,MIXED BREED
A1141782,DOG,MIXED BREED
A1141784,DOG,PIT BULL
A1141784,DOG,PIT BULL
A1141785,DOG,ROTTWEILER
A1141787,DOG,AM PIT BULL TER
A1141788,DOG,STAFFORDSHIRE
A1141790,DOG,PIT BULL
A1141790,DOG,PIT BULL
A1141791,DOG,LABRADOR RETR
A1141792,DOG,ANATOL SHEPHERD
A1141794,DOG,PIT BULL
A1141795,DOG,PIT BULL
A1141796,DOG,IBIZAN HOUND
A1141796,DOG,IBIZAN HOUND
A1141796,DOG,IBIZAN HOUND
A1141797,WILDLIFE,RACCOON
A1141801,DOG,LABRADOR RETR
A1141802,DOG,PIT BULL
A1141811,DOG,PIT BULL
A1141811,DOG,PIT BULL
A1141811,DOG,PIT BULL
A1141813,DOG,SIBERIAN HUSKY
A1141814,DOG,PIT BULL
A1141816,DOG,CHIHUAHUA SH
A1141816,DOG,CHIHUAHUA SH
A1141817,DOG,CHIHUAHUA SH
A1141817,DOG,CHIHUAHUA SH
A1141818,DOG,CHIHUAHUA SH
A1141819,DOG,CHIHUAHUA SH
A1141822,DOG,RAT TERRIER
A1141823,DOG,RAT TERRIER
A1141825,DOG,CHIHUAHUA LH
A1141826,CAT,DOMESTIC SH
A1141827,CAT,DOMESTIC SH
A1141829,CAT,DOMESTIC SH
A1141831,CAT,SIAMESE
A1141831,CAT,SIAMESE
A1141832,CAT,DOMESTIC SH
A1141832,CAT,DOMESTIC SH
