Animal_Id,Animal_Type,Animal_Breed
A1141833,CAT,DOMESTIC SH
A1141833,CAT,DOMESTIC SH
A1141834,CAT,DOMESTIC SH
A1141834,CAT,DOMESTIC SH
A1141835,DOG,PAPILLON
A1141836,BIRD,OWL
A1141837,DOG,BLACK MOUTH CUR
A1141839,DOG,LABRADOR RETR
A1141842,DOG,GERM SHEPHERD
A1141844,DOG,SHIH TZU
A1141845,DOG,AMER BULLDOG
A1141846,DOG,PIT BULL
A1141848,DOG,CHIHUAHUA SH
A1141850,DOG,STAFFORDSHIRE
A1141851,CAT,DOMESTIC SH
A1141852,CAT,DOMESTIC SH
A1141854,DOG,ROTTWEILER
A1141855,DOG,ROTTWEILER
A1141855,DOG,ROTTWEILER
A1141857,LIVESTOCK,PIG
A1141858,LIVESTOCK,PIG
A1141859,DOG,CHIHUAHUA SH
A1141861,DOG,FRENCH BULLDOG
A1141862,DOG,FRENCH BULLDOG
A1141864,DOG,DOBERMAN PINSCH
A1141864,DOG,DOBERMAN PINSCH
A1141865,DOG,AUST CATTLE DOG
A1141868,DOG,LABRADOR RETR
A1141868,DOG,LABRADOR RETR
A1141870,CAT,DOMESTIC LH
A1141871,CAT,DOMESTIC SH
A1141873,DOG,GERM SHEPHERD
A1141874,DOG,ROTTWEILER
A1141875,DOG,AMER BULLDOG
A1141876,DOG,LABRADOR RETR
A1141877,DOG,LABRADOR RETR
A1141878,DOG,GREAT PYRENEES
A1141879,DOG,ROTTWEILER
A1141880,DOG,ROTTWEILER
A1141881,DOG,DACHSHUND
A1141882,LIVESTOCK,PIG
A1141886,DOG,PIT BULL
A1141887,DOG,BEAUCERON
A1141887,DOG,BEAUCERON
A1141887,DOG,BEAUCERON
A1141888,DOG,YORKSHIRE TERR
A1141889,CAT,DOMESTIC SH
A1141890,DOG,LABRADOR RETR
A1141891,DOG,BRUSS GRIFFON
A1141892,DOG,LABRADOR RETR
A1141894,BIRD,HAWK
A1141898,DOG,ROTTWEILER
A1141898,DOG,ROTTWEILER
A1141898,DOG,ROTTWEILER
A1141899,DOG,PIT BULL
A1141901,DOG,CHIHUAHUA SH
A1141905,DOG,GERM SHEPHERD
A1141909,DOG,PIT BULL
A1141910,DOG,LABRADOR RETR
A1141911,DOG,GERM SHEPHERD
A1141912,DOG,PIT BULL
A1141913,DOG,PIT BULL
A1141913,DOG,PIT BULL
A1141913,DOG,PIT BULL
A1141913,DOG,PIT BULL
A1141915,DOG,LABRADOR RETR
A1141916,DOG,BEARDED COLLIE
A1141916,DOG,BEARDED COLLIE
A1141917,DOG,LABRADOR RETR
A1141918,DOG,ALASKAN HUSKY
A1141918,DOG,ALASKAN HUSKY
A1141920,DOG,ALASK MALAMUTE
A1141921,DOG,PIT BULL
A1141922,DOG,ALASKAN HUSKY
A1141924,DOG,DOBERMAN PINSCH
A1141925,DOG,LABRADOR RETR
A1141926,DOG,LABRADOR RETR
A1141927,DOG,LABRADOR RETR
A1141928,DOG,LABRADOR RETR
A1141929,DOG,CHIHUAHUA SH
A1141929,DOG,CHIHUAHUA SH
A1141930,DOG,AM PIT BULL TER
A1141931,DOG,POODLE MIN
A1141932,DOG,PIT BULL
A1141933,DOG,MALTESE
A1141934,DOG,GOLDEN RETR
A1141935,DOG,ALASKAN HUSKY
A1141936,DOG,PARSON RUSS TER
A1141937,DOG,CAIRN TERRIER
A1141938,DOG,GERM SHEPHERD
A1141939,DOG,GERM SHEPHERD
A1141940,DOG,PIT BULL
A1141940,DOG,PIT BULL
A1141940,DOG,PIT BULL
A1141941,DOG,CHIHUAHUA SH
A1141942,CAT,DOMESTIC MH
A1141943,DOG,BORDER TERRIER
A1141944,DOG,SIBERIAN HUSKY
A1141945,DOG,GERM SHEPHERD
A1141946,DOG,GERM SHEPHERD
A1141947,DOG,FRENCH BULLDOG
A1141948,DOG,LABRADOR RETR
A1141949,DOG,AM PIT BULL TER
A1141950,CAT,AMER SH
A1141951,DOG,PIT BULL
A1141953,DOG,ROTTWEILER
A1141954,DOG,SIBERIAN HUSKY
A1141956,DOG,RAT TERRIER
A1141957,DOG,PIT BULL
A1141958,DOG,GERM SHEPHERD
A1141959,DOG,FRENCH BULLDOG
A1141960,DOG,BULL TERRIER
A1141962,DOG,ROTTWEILER
A1141963,CAT,AMER SH
A1141965,DOG,PAPILLON
A1141966,DOG,PIT BULL
A1141966,DOG,PIT BULL
A1141967,DOG,PIT BULL
A1141968,DOG,LABRADOR RETR
A1141969,DOG,PIT BULL
A1141970,DOG,CHIHUAHUA SH
A1141971,CAT,MAINE COON
A1141973,DOG,CHIHUAHUA SH
A1141973,DOG,CHIHUAHUA SH
A1141973,DOG,CHIHUAHUA SH
A1141973,DOG,CHIHUAHUA SH
A1141973,DOG,CHIHUAHUA SH
A1141978,DOG,GERM SHEPHERD
A1141979,DOG,PIT BULL
A1141980,DOG,CHIHUAHUA SH
A1141983,DOG,CAIRN TERRIER
A1141983,DOG,CAIRN TERRIER
A1141984,DOG,DOBERMAN PINSCH
A1141985,DOG,GOLDEN RETR
A1141986,DOG,LABRADOR RETR
A1141987,CAT,DOMESTIC SH
A1141987,CAT,DOMESTIC SH
A1141987,CAT,DOMESTIC SH
A1141988,DOG,GERM SHEPHERD
A1141992,CAT,DOMESTIC SH
A1141993,CAT,MAINE COON
A1141994,DOG,PIT BULL
A1141995,DOG,RAT TERRIER
A1141996,CAT,DOMESTIC SH
A1141997,CAT,DOMESTIC SH
A1141998,CAT,MAINE COON
A1141999,DOG,BLACK MOUTH CUR
A1142000,CAT,DOMESTIC SH
A1142000,CAT,DOMESTIC SH
A1142001,CAT,DOMESTIC SH
A1142002,DOG,GREAT PYRENEES
A1142002,DOG,GREAT PYRENEES
A1142002,DOG,GREAT PYRENEES
A1142002,DOG,GREAT PYRENEES
A1142002,DOG,GREAT PYRENEES
A1142002,DOG,GREAT PYRENEES
A1142003,DOG,GREAT PYRENEES
A1142003,DOG,GREAT PYRENEES
A1142003,DOG,GREAT PYRENEES
A1142003,DOG,GREAT PYRENEES
A1142003,DOG,GREAT PYRENEES
A1142004,DOG,MIXED BREED
A1142007,DOG,PIT BULL
A1142008,DOG,NEAPOLITAN MAST
A1142010,BIRD,HAWK
A1142011,DOG,GERM SHEPHERD
A1142013,DOG,BOXER
A1142014,CAT,DOMESTIC SH
A1142015,DOG,AMER BULLDOG
A1142015,DOG,AMER BULLDOG
A1142016,DOG,PIT BULL
A1142017,DOG,CHIHUAHUA SH
A1142018,DOG,LABRADOR RETR
A1142018,DOG,LABRADOR RETR
A1142019,DOG,ALASKAN HUSKY
A1142020,DOG,LABRADOR RETR
A1142022,DOG,GERM SHEPHERD
A1142023,DOG,AMER BULLDOG
A1142027,DOG,GERM SHEPHERD
A1142028,DOG,PIT BULL
A1142029,DOG,DACHSHUND
A1142030,CAT,MAINE COON
A1142031,CAT,DOMESTIC SH
A1142033,CAT,DOMESTIC SH
A1142034,CAT,DOMESTIC SH
A1142036,DOG,GOLDEN RETR
A1142037,CAT,DOMESTIC SH
A1142038,CAT,DOMESTIC SH
A1142040,DOG,SCHNAUZER STAND
A1142041,DOG,PIT BULL
A1142042,DOG,GREAT PYRENEES
A1142042,DOG,GREAT PYRENEES
A1142043,DOG,ALASKAN HUSKY
A1142044,CAT,DOMESTIC SH
A1142045,CAT,DOMESTIC SH
A1142046,DOG,CHIHUAHUA SH
A1142048,DOG,GERM SHEPHERD
A1142048,DOG,GERM SHEPHERD
A1142049,DOG,GERM SHEPHERD
A1142049,DOG,GERM SHEPHERD
A1142050,DOG,GERM SHEPHERD
A1142050,DOG,GERM SHEPHERD
A1142051,DOG,GERM SHEPHERD
A1142051,DOG,GERM SHEPHERD
A1142052,DOG,GERM SHEPHERD
A1142052,DOG,GERM SHEPHERD
A1142053,DOG,GERM SHEPHERD
A1142053,DOG,GERM SHEPHERD
A1142054,DOG,GERM SHEPHERD
A1142054,DOG,GERM SHEPHERD
A1142055,DOG,GERM SHEPHERD
A1142055,DOG,GERM SHEPHERD
A1142056,DOG,GERM SHEPHERD
A1142056,DOG,GERM SHEPHERD
A1142056,DOG,GERM SHEPHERD
A1142057,DOG,POMERANIAN
A1142061,DOG,AM PIT BULL TER
A1142062,WILDLIFE,SQUIRREL
A1142063,DOG,GERM SHEPHERD
A1142064,DOG,GREAT PYRENEES
A1142064,DOG,GREAT PYRENEES
A1142067,DOG,CATAHOULA
A1142068,DOG,BLACK MOUTH CUR
A1142070,DOG,PIT BULL
A1142071,CAT,DOMESTIC SH
A1142072,CAT,DOMESTIC SH
A1142073,CAT,DOMESTIC SH
A1142074,CAT,DOMESTIC SH
A1142075,DOG,AM PIT BULL TER
A1142077,DOG,BASSET HOUND
A1142078,CAT,DOMESTIC SH
A1142079,DOG,AUST CATTLE DOG
A1142080,DOG,AUST CATTLE DOG
A1142081,DOG,GERM SHEPHERD
A1142082,CAT,DOMESTIC SH
A1142083,DOG,SIBERIAN HUSKY
A1142084,DOG,SIBERIAN HUSKY
A1142085,CAT,DOMESTIC SH
A1142087,LIVESTOCK,N/A
A1142088,DOG,SCHNAUZER MIN
A1142089,DOG,PIT BULL
A1142090,WILDLIFE,OPOSSUM
A1142091,WILDLIFE,OPOSSUM
A1142092,DOG,DOBERMAN PINSCH
A1142093,WILDLIFE,OPOSSUM
A1142094,WILDLIFE,OPOSSUM
A1142095,WILDLIFE,OPOSSUM
A1142096,DOG,CHIHUAHUA SH
A1142097,WILDLIFE,OPOSSUM
A1142100,CAT,AMER SH
A1142101,DOG,BORDER COLLIE
A1142102,DOG,GERM SHEPHERD
A1142103,DOG,ST BERNARD RGH
A1142103,DOG,ST BERNARD RGH
A1142103,DOG,ST BERNARD RGH
A1142103,DOG,ST BERNARD RGH
A1142103,DOG,ST BERNARD RGH
A1142104,DOG,PIT BULL
A1142108,CAT,DOMESTIC LH
A1142109,DOG,BULL TERRIER
A1142110,CAT,DOMESTIC SH
A1142111,DOG,POMERANIAN
A1142112,DOG,CHIHUAHUA SH
A1142116,DOG,GERM SHEPHERD
A1142117,DOG,ALASKAN HUSKY
A1142118,DOG,GERM SHEPHERD
A1142119,DOG,GERM SHEPHERD
A1142120,DOG,SIBERIAN HUSKY
A1142124,DOG,GERM SHEPHERD
A1142125,DOG,SIBERIAN HUSKY
A1142126,DOG,SIBERIAN HUSKY
A1142127,DOG,LABRADOR RETR
A1142131,DOG,CHIHUAHUA SH
A1142132,DOG,CHIHUAHUA SH
A1142132,DOG,CHIHUAHUA SH
A1142133,DOG,CHIHUAHUA SH
A1142134,DOG,CHIHUAHUA SH
A1142135,DOG,GREAT DANE
A1142137,DOG,ALASKAN HUSKY
A1142138,DOG,GERM SHEPHERD
A1142139,DOG,PIT BULL
A1142143,DOG,GERM SHEPHERD
A1142144,DOG,GERM SHEPHERD
A1142145,CAT,DOMESTIC SH
A1142146,DOG,SCHNAUZER STAND
A1142147,DOG,AUST SHEPHERD
A1142148,DOG,CAROLINA DOG
A1142150,DOG,MALTESE
A1142152,DOG,GERM SHEPHERD
A1142153,DOG,DOBERMAN PINSCH
A1142154,DOG,PIT BULL
A1142155,DOG,LABRADOR RETR
A1142158,DOG,PIT BULL
A1142159,DOG,AUST SHEPHERD
A1142160,DOG,GREAT PYRENEES
A1142161,DOG,YORKSHIRE TERR
A1142163,DOG,PIT BULL
A1142163,DOG,PIT BULL
A1142163,DOG,PIT BULL
A1142166,DOG,GERM SHEPHERD
A1142166,DOG,GERM SHEPHERD
A1142167,DOG,GREAT PYRENEES
A1142168,DOG,GERM SHEPHERD
A1142169,DOG,CHIHUAHUA SH
A1142170,DOG,GERM SHEPHERD
A1142171,WILDLIFE,OPOSSUM
A1142172,DOG,AUST CATTLE DOG
A1142172,DOG,AUST CATTLE DOG
A1142172,DOG,AUST CATTLE DOG
A1142174,CAT,DOMESTIC SH
A1142175,DOG,SHIH TZU
A1142175,DOG,SHIH TZU
A1142177,DOG,AUST SHEPHERD
A1142178,DOG,AUST CATTLE DOG
A1142179,CAT,BOMBAY
A1142180,DOG,JACK RUSS TERR
A1142181,DOG,GERM SHEPHERD
A1142182,DOG,BEAGLE
A1142183,DOG,TOY FOX TERRIER
A1142184,DOG,PARSON RUSS TER
A1142187,DOG,MALTESE
A1142188,DOG,PIT BULL
A1142189,DOG,GERM SHEPHERD
A1142190,CAT,DOMESTIC SH
A1142191,DOG,CHIHUAHUA SH
A1142192,DOG,POODLE STND
A1142195,DOG,LABRADOR RETR
A1142196,DOG,GERM SH POINT
A1142196,DOG,GERM SH POINT
A1142196,DOG,GERM SH POINT
A1142196,DOG,GERM SH POINT
A1142197,DOG,PIT BULL
A1142198,CAT,DOMESTIC MH
A1142201,DOG,RHOD RIDGEBACK
A1142202,DOG,PIT BULL
A1142203,DOG,CAIRN TERRIER
A1142207,DOG,GERM SHEPHERD
A1142208,DOG,LABRADOR RETR
A1142212,DOG,BEAGLE
A1142213,DOG,GERM SHEPHERD
A1142213,DOG,GERM SHEPHERD
A1142214,DOG,PIT BULL
A1142214,DOG,PIT BULL
A1142215,DOG,GERM SHEPHERD
A1142216,CAT,DOMESTIC MH
A1142217,DOG,COCKER SPAN
A1142218,DOG,GERM SHEPHERD
A1142219,CAT,AMER SH
A1142221,DOG,PIT BULL
A1142222,DOG,MALTESE
A1142224,DOG,GERM SHEPHERD
A1142225,DOG,GREAT PYRENEES
A1142227,DOG,MASTIFF
A1142230,WILDLIFE,OPOSSUM
A1142231,DOG,LABRADOR RETR
A1142232,DOG,LABRADOR RETR
A1142233,DOG,LABRADOR RETR
A1142234,DOG,LABRADOR RETR
A1142235,DOG,LABRADOR RETR
A1142236,DOG,LABRADOR RETR
A1142237,DOG,PIT BULL
A1142238,DOG,CHIHUAHUA SH
A1142239,DOG,BLACK MOUTH CUR
A1142240,DOG,YORKSHIRE TERR
A1142242,DOG,CANE CORSO
A1142244,DOG,BELG MALINOIS
A1142245,DOG,GERM SHEPHERD
A1142246,DOG,AUST CATTLE DOG
A1142247,DOG,PIT BULL
A1142248,DOG,GREAT DANE
A1142249,DOG,LABRADOR RETR
A1142250,DOG,CHIHUAHUA LH
A1142251,DOG,PIT BULL
A1142252,DOG,AM PIT BULL TER
A1142253,DOG,CANE CORSO
A1142254,DOG,PIT BULL
A1142258,CAT,DOMESTIC SH
A1142259,DOG,BELG MALINOIS
A1142260,DOG,BELG MALINOIS
A1142261,DOG,BELG MALINOIS
A1142262,CAT,DOMESTIC LH
A1142264,DOG,GERM SHEPHERD
A1142265,DOG,TOY FOX TERRIER
A1142266,DOG,PIT BULL
A1142268,DOG,GERM SHEPHERD
A1142269,DOG,CHIHUAHUA SH
A1142270,DOG,PIT BULL
A1142271,DOG,GERM SHEPHERD
A1142273,DOG,BELG MALINOIS
A1142274,CAT,DOMESTIC SH
A1142276,DOG,ANATOL SHEPHERD
A1142277,DOG,PIT BULL
A1142280,DOG,AUST KELPIE
A1142281,DOG,HAVANESE
A1142283,DOG,CHIHUAHUA SH
A1142284,DOG,GREAT PYRENEES
A1142285,DOG,CHIHUAHUA SH
A1142285,DOG,CHIHUAHUA SH
A1142285,DOG,CHIHUAHUA SH
A1142285,DOG,CHIHUAHUA SH
A1142286,DOG,GERM SHEPHERD
A1142287,CAT,DOMESTIC SH
A1142288,CAT,DOMESTIC SH
A1142290,DOG,ALASKAN HUSKY
A1142291,DOG,SCHNAUZER STAND
A1142297,DOG,LABRADOR RETR
A1142298,DOG,KANGAL
A1142300,DOG,BOXER
A1142301,DOG,BULL TERRIER
A1142302,DOG,GREAT PYRENEES
A1142303,DOG,PIT BULL
A1142304,DOG,PIT BULL
A1142305,DOG,AMERICAN STAFF
A1142306,DOG,CATAHOULA
A1142306,DOG,CATAHOULA
A1142310,DOG,SIBERIAN HUSKY
A1142311,CAT,DOMESTIC LH
A1142311,CAT,DOMESTIC LH
A1142311,CAT,DOMESTIC LH
A1142313,DOG,GERM SHEPHERD
A1142314,DOG,CHIHUAHUA LH
A1142321,DOG,PIT BULL
A1142326,DOG,POODLE MIN
A1142327,DOG,TOY FOX TERRIER
A1142328,DOG,BLACK MOUTH CUR
A1142328,DOG,BLACK MOUTH CUR
A1142330,DOG,SIBERIAN HUSKY
A1142331,DOG,GERM SHEPHERD
A1142332,DOG,GERM SHEPHERD
A1142333,DOG,CATAHOULA
A1142336,DOG,GERM SHEPHERD
A1142337,DOG,GERM SHEPHERD
A1142338,LIVESTOCK,HORSE
A1142341,DOG,FRENCH BULLDOG
A1142342,LIVESTOCK,N/A
A1142343,DOG,BOXER
A1142344,CAT,DOMESTIC SH
A1142345,DOG,GERM SHEPHERD
A1142346,DOG,GERM SHEPHERD
A1142349,DOG,AMER BULLDOG
A1142350,DOG,PIT BULL
A1142350,DOG,PIT BULL
A1142351,DOG,AM PIT BULL TER
A1142352,DOG,CHOW CHOW
A1142355,DOG,WELSH TERRIER
A1142356,DOG,AM PIT BULL TER
A1142359,DOG,LABRADOR RETR
A1142359,DOG,LABRADOR RETR
A1142366,CAT,DOMESTIC MH
A1142367,DOG,PIT BULL
A1142368,DOG,AUST KELPIE
A1142369,DOG,GERM SHEPHERD
A1142370,DOG,CATAHOULA
A1142371,DOG,LABRADOR RETR
A1142372,DOG,ENG BULLDOG
A1142377,CAT,DOMESTIC SH
A1142378,WILDLIFE,RABBIT SH
A1142379,DOG,PIT BULL
A1142379,DOG,PIT BULL
A1142379,DOG,PIT BULL
A1142380,DOG,AM PIT BULL TER
A1142381,CAT,AMER SH
A1142384,DOG,SIBERIAN HUSKY
A1142385,DOG,PIT BULL
A1142386,DOG,GERM SHEPHERD
A1142387,DOG,LABRADOR RETR
A1142388,DOG,LABRADOR RETR
A1142389,DOG,LABRADOR RETR
A1142390,DOG,LABRADOR RETR
A1142391,DOG,NORW ELKHOUND
A1142392,DOG,BORDER TERRIER
A1142393,DOG,BULL TERRIER
A1142393,DOG,BULL TERRIER
A1142393,DOG,BULL TERRIER
A1142393,DOG,BULL TERRIER
A1142393,DOG,BULL TERRIER
A1142395,DOG,NORW ELKHOUND
A1142396,DOG,CHIHUAHUA SH
A1142397,DOG,PIT BULL
A1142398,DOG,PIT BULL
A1142400,CAT,DOMESTIC SH
A1142401,DOG,SHIH TZU
A1142404,DOG,SHIH TZU
A1142405,DOG,PIT BULL
A1142405,DOG,PIT BULL
A1142406,DOG,GERM SHEPHERD
A1142407,DOG,PIT BULL
A1142407,DOG,PIT BULL
A1142407,DOG,PIT BULL
A1142407,DOG,PIT BULL
A1142408,CAT,DOMESTIC SH
A1142409,DOG,ROTTWEILER
A1142410,DOG,LABRADOR RETR
A1142411,DOG,GERM SHEPHERD
A1142413,DOG,PIT BULL
A1142417,DOG,DOBERMAN PINSCH
A1142419,DOG,ENG BULLDOG
A1142420,DOG,LABRADOR RETR
A1142421,DOG,LABRADOR RETR
A1142422,DOG,AM PIT BULL TER
A1142424,DOG,FRENCH BULLDOG
A1142425,DOG,FRENCH BULLDOG
A1142427,WILDLIFE,RACCOON
A1142428,WILDLIFE,RACCOON
A1142429,WILDLIFE,RACCOON
A1142430,WILDLIFE,RACCOON
A1142431,WILDLIFE,RACCOON
A1142432,DOG,BLACK MOUTH CUR
A1142439,DOG,LABRADOR RETR
A1142442,DOG,PIT BULL
A1142444,DOG,ROTTWEILER
A1142445,DOG,ROTTWEILER
A1142446,DOG,PIT BULL
A1142447,DOG,LABRADOR RETR
A1142447,DOG,LABRADOR RETR
A1142447,DOG,LABRADOR RETR
A1142447,DOG,LABRADOR RETR
A1142448,DOG,POODLE MIN
A1142451,DOG,LHASA APSO
A1142452,CAT,DOMESTIC SH
A1142453,DOG,POMERANIAN
A1142454,DOG,CHIHUAHUA SH
A1142454,DOG,CHIHUAHUA SH
A1142454,DOG,CHIHUAHUA SH
A1142454,DOG,CHIHUAHUA SH
A1142454,DOG,CHIHUAHUA SH
A1142454,DOG,CHIHUAHUA SH
A1142461,CAT,DOMESTIC SH
A1142465,CAT,DOMESTIC SH
A1142469,DOG,AMER BULLDOG
A1142472,DOG,LABRADOR RETR
A1142473,CAT,DOMESTIC SH
A1142474,DOG,LABRADOR RETR
A1142475,CAT,DOMESTIC SH
A1142475,CAT,DOMESTIC SH
A1142476,DOG,ROTTWEILER
A1142477,DOG,CHIHUAHUA SH
A1142478,DOG,PIT BULL
A1142478,DOG,PIT BULL
A1142481,DOG,GERM SHEPHERD
A1142482,DOG,LABRADOR RETR
A1142483,DOG,GREAT PYRENEES
A1142483,DOG,GREAT PYRENEES
A1142486,DOG,GERM SHEPHERD
A1142487,DOG,POMERANIAN
A1142489,DOG,COCKER SPAN
A1142491,DOG,PIT BULL
A1142492,DOG,AM PIT BULL TER
A1142493,DOG,YORKSHIRE TERR
A1142494,DOG,LABRADOR RETR
A1142498,DOG,AMER BULLDOG
A1142499,DOG,GERM SHEPHERD
A1142502,DOG,BOXER
A1142505,DOG,PAPILLON
A1142506,DOG,DOGUE DE BORDX
A1142506,DOG,DOGUE DE BORDX
A1142508,DOG,GERM SHEPHERD
A1142509,DOG,GOLDEN RETR
A1142510,DOG,GOLDEN RETR
A1142511,DOG,GREAT PYRENEES
A1142512,CAT,DOMESTIC MH
A1142513,DOG,PIT BULL
A1142514,DOG,DOBERMAN PINSCH
A1142514,DOG,DOBERMAN PINSCH
A1142514,DOG,DOBERMAN PINSCH
A1142515,DOG,DOBERMAN PINSCH
A1142516,DOG,YORKSHIRE TERR
A1142521,BIRD,PIGEON
A1142522,DOG,BOXER
A1142522,DOG,BOXER
A1142523,DOG,GERM SHEPHERD
A1142535,DOG,GREAT PYRENEES
A1142536,DOG,GERM SHEPHERD
A1142539,DOG,GREAT PYRENEES
A1142540,DOG,PIT BULL
A1142540,DOG,PIT BULL
A1142541,WILDLIFE,GUINEA PIG
A1142542,WILDLIFE,GUINEA PIG
A1142543,DOG,GERM SHEPHERD
A1142543,DOG,GERM SHEPHERD
A1142544,DOG,CAIRN TERRIER
A1142545,CAT,DOMESTIC SH
A1142546,DOG,GERM SHEPHERD
A1142547,DOG,LABRADOR RETR
A1142547,DOG,LABRADOR RETR
A1142551,DOG,POODLE MIN
A1142553,DOG,BOXER
A1142553,DOG,BOXER
A1142553,DOG,BOXER
A1142555,DOG,STAFFORDSHIRE
A1142555,DOG,STAFFORDSHIRE
A1142557,DOG,SHIH TZU
A1142560,DOG,RAT TERRIER
A1142561,DOG,CHIHUAHUA SH
A1142562,DOG,PIT BULL
A1142562,DOG,PIT BULL
A1142563,DOG,PIT BULL
A1142567,DOG,SIBERIAN HUSKY
A1142568,CAT,DOMESTIC SH
A1142569,DOG,GERM SHEPHERD
A1142571,DOG,AUST KELPIE
A1142571,DOG,AUST KELPIE
A1142573,DOG,ROTTWEILER
A1142573,DOG,ROTTWEILER
A1142574,DOG,BOERBOEL
A1142578,DOG,GREAT PYRENEES
A1142579,DOG,ROTTWEILER
A1142580,DOG,AM PIT BULL TER
A1142580,DOG,AM PIT BULL TER
A1142583,DOG,CHIHUAHUA LH
A1142584,CAT,AMER SH
A1142585,CAT,DOMESTIC SH
A1142587,DOG,GERM SHEPHERD
A1142587,DOG,GERM SHEPHERD
A1142587,DOG,GERM SHEPHERD
A1142587,DOG,GERM SHEPHERD
A1142588,DOG,GERM SHEPHERD
A1142589,DOG,GERM SHEPHERD
A1142590,DOG,ALASK KLEE KAI
A1142591,DOG,ALASK KLEE KAI
A1142592,DOG,ALASK KLEE KAI
A1142593,DOG,ALASK KLEE KAI
A1142594,CAT,DOMESTIC SH
A1142597,CAT,DOMESTIC SH
A1142598,DOG,WEIMARANER
A1142601,DOG,WEIMARANER
A1142602,DOG,WEIMARANER
A1142603,DOG,PIT BULL
A1142604,DOG,CHIHUAHUA SH
A1142605,DOG,DACHSHUND
A1142606,DOG,SIBERIAN HUSKY
A1142607,DOG,ALASKAN HUSKY
A1142608,DOG,ALASK MALAMUTE
A1142609,DOG,STAFFORDSHIRE
A1142609,DOG,STAFFORDSHIRE
A1142610,DOG,STAFFORDSHIRE
A1142611,DOG,LABRADOR RETR
A1142612,DOG,LABRADOR RETR
A1142613,DOG,BEAGLE
A1142613,DOG,BEAGLE
A1142613,DOG,BEAGLE
A1142614,DOG,PIT BULL
A1142615,DOG,GREAT PYRENEES
A1142616,WILDLIFE,BAT
A1142617,DOG,POODLE MIN
A1142618,DOG,CHIHUAHUA SH
A1142619,DOG,CHIHUAHUA SH
A1142620,DOG,POMERANIAN
A1142620,DOG,POMERANIAN
A1142621,DOG,PIT BULL
A1142623,DOG,MIXED BREED
A1142623,DOG,MIXED BREED
A1142624,DOG,CHIHUAHUA SH
A1142624,DOG,CHIHUAHUA SH
A1142627,DOG,PIT BULL
A1142629,DOG,AUST CATTLE DOG
A1142631,CAT,DOMESTIC SH
A1142631,CAT,DOMESTIC SH
A1142632,DOG,PIT BULL
A1142632,DOG,PIT BULL
A1142633,DOG,GERM SHEPHERD
A1142634,CAT,DOMESTIC SH
A1142634,CAT,DOMESTIC SH
A1142635,CAT,DOMESTIC SH
A1142635,CAT,DOMESTIC SH
A1142639,DOG,POODLE MIN
A1142640,DOG,BORDER COLLIE
A1142641,DOG,COLLIE ROUGH
A1142644,DOG,WEIMARANER
A1142645,DOG,WEIMARANER
A1142647,CAT,AMER SH
A1142648,WILDLIFE,N/A
A1142651,DOG,LABRADOR RETR
A1142651,DOG,LABRADOR RETR
A1142651,DOG,LABRADOR RETR
A1142651,DOG,LABRADOR RETR
A1142651,DOG,LABRADOR RETR
A1142654,DOG,LABRADOR RETR
A1142655,DOG,FOX TERR WIRE
A1142655,DOG,FOX TERR WIRE
A1142656,DOG,PIT BULL
A1142657,DOG,PIT BULL
A1142657,DOG,PIT BULL
A1142658,WILDLIFE,OPOSSUM
A1142659,DOG,PIT BULL
A1142660,DOG,PIT BULL
A1142661,DOG,AM PIT BULL TER
A1142663,CAT,DOMESTIC SH
A1142664,DOG,CHIHUAHUA SH
A1142665,CAT,DOMESTIC SH
A1142665,CAT,DOMESTIC SH
A1142665,CAT,DOMESTIC SH
A1142665,CAT,DOMESTIC SH
A1142666,DOG,DACHSHUND
A1142666,DOG,DACHSHUND
A1142666,DOG,DACHSHUND
A1142667,CAT,DOMESTIC SH
A1142667,CAT,DOMESTIC SH
A1142667,CAT,DOMESTIC SH
A1142667,CAT,DOMESTIC SH
A1142668,CAT,DOMESTIC SH
A1142668,CAT,DOMESTIC SH
A1142669,CAT,DOMESTIC SH
A1142669,CAT,DOMESTIC SH
A1142669,CAT,DOMESTIC SH
A1142670,CAT,DOMESTIC SH
A1142670,CAT,DOMESTIC SH
A1142670,CAT,DOMESTIC SH
A1142671,CAT,DOMESTIC SH
A1142671,CAT,DOMESTIC SH
A1142672,CAT,DOMESTIC SH
A1142672,CAT,DOMESTIC SH
A1142672,CAT,DOMESTIC SH
A1142672,CAT,DOMESTIC SH
A1142673,DOG,PIT BULL
A1142676,CAT,DOMESTIC LH
A1142677,DOG,CHIHUAHUA SH
A1142679,DOG,CHIHUAHUA SH
A1142680,DOG,PIT BULL
A1142681,DOG,LABRADOR RETR
A1142682,DOG,BORDER TERRIER
A1142683,DOG,CHIHUAHUA SH
A1142684,DOG,CHIHUAHUA LH
A1142685,DOG,CHIHUAHUA LH
A1142686,DOG,LABRADOR RETR
A1142687,DOG,AUST CATTLE DOG
A1142689,DOG,ALASKAN HUSKY
A1142689,DOG,ALASKAN HUSKY
A1142691,DOG,CHIHUAHUA SH
A1142692,DOG,PIT BULL
A1142693,DOG,PIT BULL
A1142694,CAT,DOMESTIC SH
A1142695,DOG,ALASKAN HUSKY
A1142696,DOG,GOLDEN RETR
A1142697,WILDLIFE,OPOSSUM
A1142698,WILDLIFE,OPOSSUM
A1142699,DOG,ALASKAN HUSKY
A1142700,DOG,PORT WATER DOG
A1142701,DOG,PIT BULL
