Animal_Id,Kennel_Number,Kennel_Status,Source_Id
A1142454,FOSTER,UNAVAILABLE,P0681894
A1142461,LOST,IMPOUNDED,P0989897
A1142465,CC 25,AVAILABLE,P0884765
A1142469,LFSD 12,AVAILABLE,P0944211
A1142472,DC 04,UNAVAILABLE,P0937589
A1142473,LOST,IMPOUNDED,P0989909
A1142474,FOUND,IMPOUNDED,P0989910
A1142475,VT 01,PENDING,P0836459
A1142475,CC 30,UNAVAILABLE,P0945778
A1142476,LFD 129,AVAILABLE,P9991770
A1142477,FREEZER,UNAVAILABLE,P0909978
A1142478,LFD 027,AVAILABLE,P0989920
A1142478,DC 19,UNAVAILABLE,P0959205
A1142481,CC 01,UNAVAILABLE,P0989921
A1142482,LFD 059,UNAVAILABLE,P0989923
A1142483,206007-01,IMPOUNDED,P9991748
A1142483,AD 031,UNAVAILABLE,P0909337
A1142486,LFD 062,UNAVAILABLE,P9991749
A1142487,LFD 112,AVAILABLE,P0989927
A1142489,LFSD 10,EU RISK,P0989934
A1142491,LAB 04,LAB,P0950858
A1142492,AD 086,AVAILABLE,P0989941
A1142493,LOST,IMPOUNDED,P0989942
A1142494,FOUND,IMPOUNDED,P0989943
A1142498,LOST,IMPOUNDED,P0989951
A1142499,LOST,IMPOUNDED,P0989952
A1142502,FREEZER,UNAVAILABLE,P9991777
A1142505,INJD 013,LAB,P0989948
A1142506,PUPS 3,IMPOUNDED,P9991549
A1142506,LFD 157,IMPOUNDED,P1012977
A1142508,FOUND,IMPOUNDED,P0989959
A1142509,LOST,IMPOUNDED,P0989962
A1142510,FOUND,IMPOUNDED,P0989963
A1142511,DC 07,RELEASED FROM QUARANTINE,P0989964
A1142512,FREEZER,UNAVAILABLE,P0989960
A1142513,QD 01,RELEASED FROM QUARANTINE,P0976659
A1142514,LFD 067,UNAVAILABLE,P9998456
A1142514,LFD 007,AVAILABLE,P0990422
A1142514,FOSTER,PENDING,P0990858
A1142515,DC 06,UNAVAILABLE,P9998456
A1142516,LOST,IMPOUNDED,P0989968
A1142521,196007-01,UNAVAILABLE,P0989977
A1142522,NMOMS 2,AVAILABLE,P0989982
A1142522,FOSTER,PENDING,P0001896
A1142523,AD 058,AVAILABLE,P0989987
A1142535,LFD 129,UNAVAILABLE,P0989987
A1142536,AD 018,UNAVAILABLE,P0989987
A1142539,LOST,IMPOUNDED,P0989994
A1142540,VIP15,AVAILABLE,P0989750
A1142540,VIP25,UNAVAILABLE,P0975978
A1142541,HABITAT,AVAILABLE,P0989996
A1142542,HABITAT,UNAVAILABLE,P0989996
A1142543,AD 007,AVAILABLE,P9991549
A1142543,LAB 02,LAB,P0991728
A1142544,LFSD 16,UNAVAILABLE,P0989995
A1142545,LFC 007,AVAILABLE,P0987405
A1142546,LFD 131,AVAILABLE,P0989999
A1142547,AD 020,AVAILABLE,P0603502
A1142547,PCD 02,RELEASED FROM QUARANTINE,P0993388
A1142551,CC 06,UNAVAILABLE,P0715328
A1142553,AD 054,AVAILABLE,P0989860
A1142553,PSDOG 15,AVAILABLE,P0965201
A1142553,PSDOG 16,UNAVAILABLE,P0066351
A1142555,VIP05,UNAVAILABLE,P0998106
A1142555,VIP02,PENDING,P0990018
A1142557,146004-01,IMPOUNDED,P0842365
A1142560,VT 08,UNAVAILABLE,P0990025
A1142561,LOST,IMPOUNDED,P0990030
A1142562,VIP04,UNAVAILABLE,P9991748
A1142562,LFD 021,LAB,P1000564
A1142563,DC 09,UNAVAILABLE,P0970816
A1142567,LFD 122,UNAVAILABLE,P0990039
A1142568,LFC 011,UNAVAILABLE,P0940105
A1142569,ID10B,IMPOUNDED,P0990043
A1142571,LFD 121,AVAILABLE,P0989910
A1142571,FOSTER,PENDING,P0928869
A1142573,AD 035,UNAVAILABLE,P0989881
A1142573,NMOMS 1,AVAILABLE,P0990049
A1142574,QD 10,RELEASED FROM QUARANTINE,P0990579
A1142578,LOST,IMPOUNDED,P0990058
A1142579,LOST,IMPOUNDED,P0990059
A1142580,AD 084,AVAILABLE,P0989847
A1142580,FOSTER,UNAVAILABLE,P0979637
A1142583,LOST,IMPOUNDED,P0990064
A1142584,LOST,IMPOUNDED,P0990065
A1142585,VT 07,UNAVAILABLE,P9991770
A1142587,7A,UNAVAILABLE,P9991748
A1142587,INJD 010,UNAVAILABLE,P0994223
A1142587,INJD 007,UNAVAILABLE,P0994223
A1142587,INJD 010,UNAVAILABLE,P0994223
A1142588,LOST,IMPOUNDED,P0990069
A1142589,LOST,IMPOUNDED,P0990070
A1142590,LOST,IMPOUNDED,P0990071
A1142591,LOST,IMPOUNDED,P0990072
A1142592,LOST,IMPOUNDED,P0990073
A1142593,LOST,IMPOUNDED,P0990074
A1142594,FREEZER,UNAVAILABLE,P0989950
A1142597,LOST,IMPOUNDED,P0990079
A1142598,LOST,IMPOUNDED,P0990080
A1142601,LOST,IMPOUNDED,P0990085
A1142602,LOST,IMPOUNDED,P0990086
A1142603,PUPS 2,LAB,P9991574
A1142604,LFSD 23,UNAVAILABLE,P0989980
A1142605,VT 07,UNAVAILABLE,P0989980
A1142606,DC 01,IMPOUNDED,P0990094
A1142607,DC 05,IMPOUNDED,P0990094
A1142608,FREEZER,UNAVAILABLE,P0987653
A1142609,AD 037,AVAILABLE,P0990103
A1142609,FOSTER,PENDING,P0780305
A1142610,LFD 097,UNAVAILABLE,P0990103
A1142611,QD 06,LAB,P0990104
A1142612,QD 03,LAB,P0990104
A1142613,DC 03,UNAVAILABLE,P0990108
A1142613,LFSD 02,UNAVAILABLE,P0789699
A1142613,LFSD 02,UNAVAILABLE,P0789699
A1142614,ID05A,IMPOUNDED,P0584007
A1142615,LFD 089,AVAILABLE,P0990112
A1142616,FREEZER,UNAVAILABLE,P0990107
A1142617,DC 10,UNAVAILABLE,P0989799
A1142618,LOST,IMPOUNDED,P0990115
A1142619,LOST,IMPOUNDED,P0990116
A1142620,DC 04,UNAVAILABLE,P9991579
A1142620,INJD 013,UNAVAILABLE,P0990322
A1142621,LAB 02,LAB,P9991780
A1142623,AD 100,AVAILABLE,P0990118
A1142623,5A,UNAVAILABLE,P0990212
A1142624,LFSD 18,AVAILABLE,P0794211
A1142624,FOSTER,PENDING,P0986004
A1142627,VIP15,UNAVAILABLE,P0990125
A1142629,FREEZER,UNAVAILABLE,P0625342
A1142631,IC 03,AVAILABLE,P0988421
A1142631,AC 003,UNAVAILABLE,P0838492
A1142632,AD 029,AVAILABLE,P0978637
A1142632,FOSTER,PENDING,P0951408
A1142633,LOST,IMPOUNDED,P0990133
A1142634,IC 03,AVAILABLE,P0988421
A1142634,AC 003,UNAVAILABLE,P0838492
A1142635,AC 003,UNAVAILABLE,P0838492
A1142635,IC 03,AVAILABLE,P0988421
A1142639,VT 04,IMPOUNDED,P9991776
A1142640,LFD 091,UNAVAILABLE,P0909033
A1142641,VT 12,IMPOUNDED,P9998477
A1142644,LOST,IMPOUNDED,P0990156
A1142645,LOST,IMPOUNDED,P0990157
A1142647,LOST,IMPOUNDED,P0990163
A1142648,LOST,IMPOUNDED,P0990166
A1142651,LFSD 20,AVAILABLE,P0620047
A1142651,AD 040,UNAVAILABLE,P0746568
A1142651,LFSD 13,UNAVAILABLE,P0937913
A1142651,VIP15,EU RISK,P1004591
A1142651,FOSTER,PENDING,P0988545
A1142654,VIP03,UNAVAILABLE,P0990092
A1142655,LFSD 22,UNAVAILABLE,P0990092
A1142655,LFSD 16,UNAVAILABLE,P0989914
A1142656,DC 06,UNAVAILABLE,P0990176
A1142657,LFD 101,AVAILABLE,P0990176
A1142657,LFD 048,AVAILABLE,P0952025
A1142658,206006-01,IMPOUNDED,P9991780
A1142659,LFD 102,UNAVAILABLE,P9991213
A1142660,LAB 01,LAB,P9991213
A1142661,LOST,IMPOUNDED,P0990186
A1142663,LFC 003,UNAVAILABLE,P0990191
A1142664,DC 10,UNAVAILABLE,P0990194
A1142665,K14,PENDING,P0990193
A1142665,PSCAT 15,AVAILABLE,P0893546
A1142665,F2,PENDING,P0893546
A1142665,LFC 051,UNAVAILABLE,P1006648
A1142666,FOSTER,PENDING,P0990881
A1142666,VT 10,PENDING,P0990194
A1142666,VT 01,IMPOUNDED,P0990881
A1142667,FOSTER,AVAILABLE,P0794042
A1142667,K14,AVAILABLE,P0990193
A1142667,FOSTER,PENDING,P0893546
A1142667,CC 34,PENDING,P0794042
A1142668,OFFICE,PENDING,P0893546
A1142668,K14,PENDING,P0990193
A1142669,K14,AVAILABLE,P0990193
A1142669,FOSTER,PENDING,P0893546
A1142669,CC 34,PENDING,P0794042
A1142670,CC 34,PENDING,P0893546
A1142670,K14,PENDING,P0990193
A1142670,FOSTER,PENDING,P0794042
A1142671,K14,PENDING,P0990193
A1142671,CC 34,PENDING,P0893546
A1142672,FOSTER,PENDING,P0893546
A1142672,K14,AVAILABLE,P0990193
A1142672,FOSTER,AVAILABLE,P0794042
A1142672,CC 34,PENDING,P0794042
A1142673,SHD 06,IMPOUNDED,P0703923
A1142676,FREEZER,UNAVAILABLE,P0865589
A1142677,ID026,IMPOUNDED,P0006280
A1142679,CC 02,UNAVAILABLE,P0990214
A1142680,LFD 090,UNAVAILABLE,P0903706
A1142681,LFD 098,UNAVAILABLE,P9991765
A1142682,CC 01,UNAVAILABLE,P0858118
A1142683,LOST,IMPOUNDED,P0990223
A1142684,LOST,IMPOUNDED,P0990224
A1142685,LOST,IMPOUNDED,P0990225
A1142686,096026-01,IMPOUNDED,P0990145
A1142687,VIP03,AVAILABLE,P0990150
A1142689,096026-01,IMPOUNDED,P0990145
A1142689,186036-01,IMPOUNDED,P9991710
A1142691,LOST,IMPOUNDED,P0990235
A1142692,206006-01,IMPOUNDED,P0990237
A1142693,206006-01,IMPOUNDED,P0990237
A1142694,FREEZER,UNAVAILABLE,P0990238
A1142695,AD 100,AVAILABLE,P0988440
A1142696,LOST,IMPOUNDED,P0990240
A1142697,LAB 13,UNAVAILABLE,P0990208
A1142698,LAB 13,UNAVAILABLE,P0990208
A1142699,LOST,IMPOUNDED,P0990245
A1142700,LOST,IMPOUNDED,P0990251
A1142701,LOST,IMPOUNDED,P0990252
A1142703,LOST,IMPOUNDED,P0990253
A1142705,LOST,IMPOUNDED,P0990255
A1142706,LOST,IMPOUNDED,P0990256
A1142707,LOST,IMPOUNDED,P0990258
A1142708,LAB 15,LAB,P0879150
A1142709,LOST,IMPOUNDED,P0990260
A1142712,CC 19,UNAVAILABLE,P9991213
A1142719,FREEZER,UNAVAILABLE,P0990280
A1142720,LFD 081,UNAVAILABLE,P0990262
A1142721,LOST,IMPOUNDED,P0990292
A1142722,LOST,IMPOUNDED,P0990293
A1142723,LFSD 02,AVAILABLE,P0888631
A1142724,LFD 106,UNAVAILABLE,P0888631
A1142726,LFC 009,AVAILABLE,P0594960
A1142726,LFC 005,UNAVAILABLE,P1007066
A1142728,DC 06,UNAVAILABLE,P0990308
A1142729,QD 08,LAB,P0984915
A1142730,QD 07,LAB,P0984915
A1142731,LOST,IMPOUNDED,P0990315
A1142732,LOST,IMPOUNDED,P0990316
A1142733,FOUND,IMPOUNDED,P0990317
A1142734,LOST,IMPOUNDED,P0990318
A1142735,LOST,IMPOUNDED,P0990319
A1142736,LOST,IMPOUNDED,P0990320
A1142737,QD 02,UNAVAILABLE,P0990354
A1142738,LFC 046,UNAVAILABLE,P0988421
A1142739,LFD 054,AVAILABLE,P0967254
A1142740,LOST,IMPOUNDED,P0990341
A1142741,LFSD 03,AVAILABLE,P0990264
A1142741,AD 001,EU RISK,P0991491
A1142741,FOSTER,PENDING,P0994773
A1142742,LAB 01,LAB,P0990349
A1142743,QD 22,RELEASED FROM QUARANTINE,P0990350
A1142745,206009-01,UNAVAILABLE,P9991213
A1142746,VT 01,UNAVAILABLE,P0962312
A1142747,VT 01,UNAVAILABLE,P0962312
A1142748,VT 01,UNAVAILABLE,P0962312
A1142749,ID06A,UNAVAILABLE,P0990357
A1142750,LOST,IMPOUNDED,P0990362
A1142751,LOST,IMPOUNDED,P0990363
A1142752,LOST,IMPOUNDED,P0990364
A1142753,LOST,IMPOUNDED,P0990374
A1142754,LFD 105,AVAILABLE,P0990375
A1142755,VIP16,UNAVAILABLE,P0990380
A1142755,AD 012,LAB,P0993942
A1142756,LFSD 17,UNAVAILABLE,P0907634
A1142756,LFD 081,UNAVAILABLE,P0881594
A1142757,186032-01,IMPOUNDED,P9991765
A1142758,LOST,IMPOUNDED,P0990387
A1142759,186032-01,IMPOUNDED,P9991765
A1142760,LAB 02,LAB,P0990195
A1142761,PCD 18,UNAVAILABLE,P0990400
A1142762,LOST,IMPOUNDED,P0990403
A1142763,LOST,IMPOUNDED,P0990404
A1142764,DC 23,AVAILABLE,P0990407
A1142765,DC 05,IMPOUNDED,P9991574
A1142766,QD 23,LAB,P0976830
A1142767,LOST,IMPOUNDED,P0990412
A1142768,DC 06,RELEASED FROM QUARANTINE,P0990611
A1142769,INJD 009,AVAILABLE,P9991744
A1142770,LOST,IMPOUNDED,P0990416
A1142771,LOST,IMPOUNDED,P0990420
A1142773,206010-01,IMPOUNDED,P0971814
A1142774,VT 09,AVAILABLE,P0990436
A1142775,LOST,IMPOUNDED,P0990440
A1142776,LOST,IMPOUNDED,P0990441
A1142777,FOUND,IMPOUNDED,P0990442
A1142778,FREEZER,IMPOUNDED,P0990222
A1142780,LOST,IMPOUNDED,P0990453
A1142781,196007-01,IMPOUNDED,P0938110
A1142784,DC 07,UNAVAILABLE,P9991213
A1142784,PUPS 1,AVAILABLE,P1009843
A1142785,LFD 020,UNAVAILABLE,P9991213
A1142786,DC 07,RELEASED FROM QUARANTINE,P9991780
A1142787,CC 07,UNAVAILABLE,P0990466
A1142787,LFD 138,UNAVAILABLE,P0609603
A1142788,PSDOG 09,AVAILABLE,P0990204
A1142788,INJD 012,UNAVAILABLE,P0994103
A1142788,FOSTER,UNAVAILABLE,P0994103
A1142790,AD 005,AVAILABLE,P9991748
A1142791,FREEZER,UNAVAILABLE,P0866436
A1142792,VIP07,UNAVAILABLE,P9991195
A1142793,CC 06,UNAVAILABLE,P0971970
A1142794,DC 21,AVAILABLE,P9991195
A1142795,AD 100,AVAILABLE,P9991195
A1142796,AD 101,AVAILABLE,P9991195
A1142798,DC 09,UNAVAILABLE,P0990473
A1142798,INJD 009,UNAVAILABLE,P0903130
A1142798,INJD 009,UNAVAILABLE,P0903130
A1142799,DC 11,UNAVAILABLE,P0756155
A1142800,DC 22,AVAILABLE,P9991195
A1142801,AD 101,AVAILABLE,P9991195
A1142802,AD 103,AVAILABLE,P9991195
A1142803,AD 102,AVAILABLE,P9991195
A1142804,AD 100,AVAILABLE,P9991195
A1142804,LFD 055,AVAILABLE,P0991928
A1142805,AD 101,AVAILABLE,P9991195
A1142808,VIP08,UNAVAILABLE,P0990424
A1142810,LOST,IMPOUNDED,P0990481
A1142811,LOST,IMPOUNDED,P0990482
A1142812,VIP14,UNAVAILABLE,P0990383
A1142813,LOST,IMPOUNDED,P0990493
A1142814,DC 02,UNAVAILABLE,P0990495
A1142815,QD 10,LAB,P0687654
A1142817,DC 05,RELEASED FROM QUARANTINE,P0903170
A1142818,CC 02,UNAVAILABLE,P0832555
A1142819,LFD 107,LAB,P0990490
A1142820,LOST,IMPOUNDED,P0990504
A1142821,VT 01,IMPOUNDED,P0990329
A1142823,LOST,IMPOUNDED,P0990517
A1142824,LOST,IMPOUNDED,P0990518
A1142825,186032-01,IMPOUNDED,P0990509
A1142825,LFD 023,LAB,P0990516
A1142826,LFD 011,LAB,P0990516
A1142826,186032-01,IMPOUNDED,P0990509
A1142827,LOST,IMPOUNDED,P0990519
A1142828,LOST,IMPOUNDED,P0990520
A1142829,LOST,IMPOUNDED,P0990521
A1142830,LOST,IMPOUNDED,P0990522
A1142831,186032-01,UNAVAILABLE,P0990509
A1142832,AD 048,EU RISK,P9991701
A1142833,CC 01,UNAVAILABLE,P0990295
A1142834,DC 10,UNAVAILABLE,P9991744
A1142834,ID10A,UNAVAILABLE,P0980352
A1142837,LOST,IMPOUNDED,P0990525
A1142839,VIP03,AVAILABLE,P9998447
A1142839,VIP16,AVAILABLE,P0994485
A1142839,FOSTER,UNAVAILABLE,P0985489
A1142839,PSDOG 13,AVAILABLE,P0985489
A1142841,VIP20,AVAILABLE,P9998447
A1142843,DC 18,IMPOUNDED,P9991549
A1142844,VIP14,UNAVAILABLE,P0744454
A1142845,LOST,IMPOUNDED,P0990538
A1142846,LOST,IMPOUNDED,P0990539
A1142847,LOST,IMPOUNDED,P0990540
A1142848,206010-01,IMPOUNDED,P0801166
A1142849,AD 078,AVAILABLE,P0988879
A1142850,FREEZER,UNAVAILABLE,P0990532
A1142851,LFD 004,AVAILABLE,P0921978
A1142851,VIP28,UNAVAILABLE,P0921978
A1142851,VT 01,UNAVAILABLE,P0994340
A1142851,INJD 008,UNAVAILABLE,P0994340
A1142851,INJD 009,UNAVAILABLE,P0994340
A1142853,CC 01,UNAVAILABLE,P0777727
A1142853,LFSD 17,UNAVAILABLE,P0990550
A1142855,PUPS 2,IMPOUNDED,P0969736
A1142856,LOST,IMPOUNDED,P0990560
A1142857,196007-01,IMPOUNDED,P0990513
A1142858,VIP05,AVAILABLE,P0819085
A1142859,VT 01,UNAVAILABLE,P0990567
A1142860,CC 06,UNAVAILABLE,P0990568
A1142860,VIP19,AVAILABLE,P0990568
A1142860,FOSTER,UNAVAILABLE,P0998611
A1142861,LOST,IMPOUNDED,P0990571
A1142862,FREEZER,UNAVAILABLE,P0990573
A1142863,VIP09,EU RISK,P0939932
A1142864,LOST,IMPOUNDED,P0990577
A1142865,QC 01,IMPOUNDED,P0990564
A1142868,LFC 037,AVAILABLE,P0990584
A1142869,CC 20,UNAVAILABLE,P9991770
A1142870,IC 03,UNAVAILABLE,P0990584
A1142871,IC 03,UNAVAILABLE,P0990584
A1142872,IC 03,UNAVAILABLE,P0990584
A1142873,IC 15,UNAVAILABLE,P0990584
A1142874,LOST,IMPOUNDED,P0990588
A1142875,FOUND,IMPOUNDED,P0990589
A1142876,IC 15,UNAVAILABLE,P0990584
A1142877,IC 15,UNAVAILABLE,P0990584
A1142878,AD 045,UNAVAILABLE,P0990593
A1142879,LFD 167,IMPOUNDED,P0990576
A1142880,LFD 156,LAB,P0990604
A1142881,LFD 154,LAB,P0990604
A1142882,FREEZER,LAB,P0990600
A1142883,LOST,IMPOUNDED,P0990607
A1142884,AD 026,PENDING,P0990506
A1142884,FOSTER,PENDING,P0993337
A1142885,DC 03,AVAILABLE,P0959124
A1142888,136049-01,IMPOUNDED,P0990601
A1142889,136049-01,IMPOUNDED,P0990601
A1142890,136049-01,IMPOUNDED,P0990601
A1142891,136049-01,IMPOUNDED,P0990601
A1142893,LOST,IMPOUNDED,P0990624
A1142897,LOST,IMPOUNDED,P0990627
A1142898,LOST,IMPOUNDED,P0990630
A1142899,IC 01,AVAILABLE,P0989234
A1142900,IC 01,AVAILABLE,P0989234
A1142901,IC 01,AVAILABLE,P0989234
A1142902,IC 01,AVAILABLE,P0989234
A1142903,IC 01,AVAILABLE,P0989234
A1142905,CC 15,AVAILABLE,P0990489
A1142908,VIP09,AVAILABLE,P0990575
A1142908,INJD 010,UNAVAILABLE,P0994619
A1142908,INJD 007,UNAVAILABLE,P0994619
A1142908,INJD 009,UNAVAILABLE,P0994619
A1142909,INJD 008,UNAVAILABLE,P0994619
A1142909,INJD 008,UNAVAILABLE,P0994619
A1142909,INJD 009,UNAVAILABLE,P0994619
A1142909,VIP09,AVAILABLE,P0990575
A1142910,196005-01,IMPOUNDED,P9991195
A1142911,CC 03,UNAVAILABLE,P0876397
A1142912,CC 24,AVAILABLE,P0876397
A1142913,AC 003,UNAVAILABLE,P0876397
A1142914,K01,AVAILABLE,P0876397
A1142914,VT 01,AVAILABLE,P0941610
A1142914,CC 33,UNAVAILABLE,P0941610
A1142915,CC 35,PENDING,P0941610
A1142915,FOSTER,AVAILABLE,P0941610
A1142915,K01,AVAILABLE,P0876397
A1142916,K01,AVAILABLE,P0876397
A1142916,CC 34,PENDING,P0941610
A1142917,196007-01,IMPOUNDED,P0876397
A1142918,LFD 013,AVAILABLE,P0984982
A1142918,LFSD 02,LAB,P0542160
A1142919,LOST,IMPOUNDED,P0990650
A1142920,CC 25,UNAVAILABLE,P0989350
A1142921,206009-01,IMPOUNDED,P0990639
A1142922,LFD 051,UNAVAILABLE,P0990653
A1142923,196005-01,IMPOUNDED,P9991195
A1142924,196005-01,IMPOUNDED,P9991195
A1142925,VT 09,AVAILABLE,P0990646
A1142926,196005-01,IMPOUNDED,P9991195
A1142927,LOST,IMPOUNDED,P0990662
A1142928,AD 018,EU RISK,P0719658
A1142928,OFFICE,UNAVAILABLE,P0950431
A1142929,LFC 026,IMPOUNDED,P0990667
A1142930,LFD 025,UNAVAILABLE,P0990668
A1142931,DC 11,UNAVAILABLE,P0990659
A1142932,DC 02,AVAILABLE,P9991195
A1142933,INJD 011,UNAVAILABLE,P0990674
A1142934,LOST,IMPOUNDED,P0990682
A1142935,VT 08,IMPOUNDED,P9991768
A1142936,AD 065,AVAILABLE,P0839903
A1142936,FOSTER,PENDING,P0970523
A1142937,PSDOG 12,UNAVAILABLE,P0990685
A1142938,206007-01,IMPOUNDED,P0990648
A1142938,FOSTER,AVAILABLE,P0934359
A1142938,CC 36,PENDING,P0922972
A1142939,CC 36,PENDING,P0922972
A1142939,FOSTER,UNAVAILABLE,P0922972
A1142939,FOSTER,PENDING,P0934359
A1142939,206007-01,IMPOUNDED,P0990648
A1142940,206007-01,AVAILABLE,P0990648
A1142940,VT 01,IMPOUNDED,P0611317
A1142940,FOSTER,UNAVAILABLE,P0611317
A1142940,CC 33,UNAVAILABLE,P0611317
A1142941,CC 36,AVAILABLE,P0611317
A1142941,206007-01,AVAILABLE,P0990648
A1142942,206007-01,AVAILABLE,P0990648
A1142942,CC 33,UNAVAILABLE,P0611317
A1142942,FOSTER,UNAVAILABLE,P0611317
A1142943,CC 36,UNAVAILABLE,P0611317
A1142943,FOSTER,UNAVAILABLE,P0611317
A1142943,206007-01,AVAILABLE,P0990648
A1142944,LOST,IMPOUNDED,P0990690
A1142945,SMD06,UNAVAILABLE,P0990656
A1142946,SMD06,UNAVAILABLE,P0990656
A1142948,VIP15,AVAILABLE,P0526349
A1142949,LOST,IMPOUNDED,P0990695
A1142950,CC 14,UNAVAILABLE,P0990698
A1142951,DC 23,EU RISK,P0698058
A1142952,LOST,IMPOUNDED,P0990708
A1142953,LOST,IMPOUNDED,P0990711
A1142954,206007-01,IMPOUNDED,P0819977
A1142955,PCD 19,UNAVAILABLE,P0990712
A1142956,LOST,IMPOUNDED,P0990715
A1142957,DC 05,UNAVAILABLE,P0990712
A1142958,DC 01,UNAVAILABLE,P0964767
A1142959,DC 06,RELEASED FROM QUARANTINE,P0990717
A1142961,LOST,IMPOUNDED,P0990720
A1142962,LOST,IMPOUNDED,P0990721
A1142963,LFD 082,UNAVAILABLE,P0965314
A1142964,ID22A,UNAVAILABLE,P0990726
A1142965,DC 23,IMPOUNDED,P0990727
A1142966,AD 010,AVAILABLE,P9998456
A1142967,AD 010,AVAILABLE,P9998456
A1142967,FREEZER,UNAVAILABLE,P0713411
A1142969,LOST,IMPOUNDED,P0990732
A1142973,DC 11,UNAVAILABLE,P0990467
A1142979,LOST,IMPOUNDED,P0990743
A1142981,PSDOG 11,UNAVAILABLE,P0990746
A1142983,LOST,IMPOUNDED,P0990749
A1142984,FOUND,IMPOUNDED,P0990750
A1142985,CC 24,UNAVAILABLE,P0990751
A1142986,AC 005,UNAVAILABLE,P0990751
A1142988,CC 01,IMPOUNDED,P0990754
A1142989,DC 25,IMPOUNDED,P0990761
A1142989,AD 090,AVAILABLE,P1008016
A1142989,LFD 135,EU RISK,P0985918
A1142990,FREEZER,IMPOUNDED,P0913268
A1142991,DC 05,AVAILABLE,P0938145
A1142992,AD 045,UNAVAILABLE,P0938145
A1142993,LFD 030,UNAVAILABLE,P0990768
A1142996,LOST,IMPOUNDED,P0990769
A1142997,LOST,IMPOUNDED,P0990770
A1142998,HABITAT,IMPOUNDED,P0870266
A1142999,LFD 045,UNAVAILABLE,P0990758
A1142999,DC 21,UNAVAILABLE,P0641449
A1143001,HABITAT,IMPOUNDED,P0870266
A1143002,LOST,IMPOUNDED,P0990779
A1143003,FREEZER,UNAVAILABLE,P0990774
A1143004,K01,AVAILABLE,P0990784
A1143004,FOSTER,UNAVAILABLE,P0990791
A1143005,FOSTER,UNAVAILABLE,P0990791
A1143005,K01,AVAILABLE,P0990784
A1143006,K01,AVAILABLE,P0990784
A1143006,FOSTER,UNAVAILABLE,P0990791
A1143007,FOSTER,UNAVAILABLE,P0990791
A1143007,K01,AVAILABLE,P0990784
A1143008,K01,AVAILABLE,P0990784
A1143008,FOSTER,UNAVAILABLE,P0990791
A1143010,LOST,IMPOUNDED,P0990789
A1143011,DC 21,AVAILABLE,P0990790
A1143012,LFD 047,UNAVAILABLE,P0990790
A1143013,LFD 034,UNAVAILABLE,P0990790
A1143014,LFD 046,UNAVAILABLE,P0914027
A1143015,DC 13,UNAVAILABLE,P0990800
A1143016,LFSD 10,AVAILABLE,P0990810
A1143017,FOUND,IMPOUNDED,P0990814
A1143018,LFD 048,UNAVAILABLE,P0990815
A1143019,FREEZER,UNAVAILABLE,P0990801
A1143024,LOST,IMPOUNDED,P0990822
A1143027,LOST,IMPOUNDED,P0990824
A1143032,LFD 070,AVAILABLE,P0990840
A1143032,FOSTER,PENDING,P0991366
A1143033,VIP04,EU RISK,P0989276
A1143034,LOST,IMPOUNDED,P0990843
A1143035,FOUND,IMPOUNDED,P0990844
A1143039,AC 015,UNAVAILABLE,P0699163
A1143040,DC 05,IMPOUNDED,P0950846
A1143041,DC 03,UNAVAILABLE,P9991579
A1143042,LAB 02,LAB,P9991230
A1143043,AD 033,AVAILABLE,P0057944
A1143044,LOST,IMPOUNDED,P0990853
A1143045,LFD 109,UNAVAILABLE,P0990852
A1143046,DC 07,IMPOUNDED,P0990855
A1143046,PUPS 1,IMPOUNDED,P0993532
A1143047,AD 080,LAB,P0990859
A1143048,LFSD 23,UNAVAILABLE,P0912750
A1143048,LFSD 22,AVAILABLE,P0991015
A1143049,DC 02,UNAVAILABLE,P0912750
A1143050,LFD 073,UNAVAILABLE,P0990862
A1143051,LAB 04,LAB,P9991213
A1143052,LOST,IMPOUNDED,P0990876
A1143053,INJD 014,UNAVAILABLE,P0990875
A1143054,DC 01,UNAVAILABLE,P0990880
A1143055,LOST,IMPOUNDED,P0990889
A1143056,FREEZER,UNAVAILABLE,P0990314
A1143057,LOST,IMPOUNDED,P0990895
A1143058,QD 05,LAB,P9991780
A1143059,DC 07,EU RISK,P9991780
A1143060,LAB 01,LAB,P0990890
A1143061,QD 13,UNAVAILABLE,P0990908
A1143062,LOST,IMPOUNDED,P0990911
A1143063,FOUND,IMPOUNDED,P0990912
A1143064,FOUND,IMPOUNDED,P0990916
A1143065,LOST,IMPOUNDED,P0990917
A1143066,LOST,IMPOUNDED,P0990918
A1143067,DC 07,RELEASED FROM QUARANTINE,P0991140
A1143068,LOST,IMPOUNDED,P0990921
A1143069,LOST,IMPOUNDED,P0990922
A1143074,CC 01,RELEASED FROM QUARANTINE,P0990152
A1143075,SHD 12,UNAVAILABLE,P0990927
A1143076,LOST,IMPOUNDED,P0990930
A1143077,LOST,IMPOUNDED,P0990938
A1143078,LOST,IMPOUNDED,P0990939
A1143079,206010-01,IMPOUNDED,P0971783
A1143080,VIP28,UNAVAILABLE,P9991780
A1143082,DC 03,UNAVAILABLE,P0990660
A1143082,INJD 015,UNAVAILABLE,P0991065
A1143082,INJD 015,AVAILABLE,P0991065
A1143082,INJD 010,UNAVAILABLE,P0991065
A1143083,AD 068,UNAVAILABLE,P9991213
