Animal_Id,Kennel_Number,Kennel_Status,Source_Id
A1132910,AC 041,UNAVAILABLE,P0975353
A1132911,VIP07,UNAVAILABLE,P0975346
A1132912,AC 043,AVAILABLE,P0975353
A1132913,CC 21,UNAVAILABLE,P0975353
A1132915,F1,UNAVAILABLE,P0975362
A1132917,LOST,IMPOUNDED,P0975365
A1132918,LOST,IMPOUNDED,P0975366
A1132919,AD 019,UNAVAILABLE,P0975359
A1132920,PUPS 4,UNAVAILABLE,P0692280
A1132921,N08,AVAILABLE,P9998462
A1132921,AC 019,AVAILABLE,P0959059
A1132922,AC 031,UNAVAILABLE,P0975371
A1132923,AC 047,UNAVAILABLE,P0975371
A1132924,LFD 100,UNAVAILABLE,P0975348
A1132925,AD 058,PENDING,P0606199
A1132925,F4,PENDING,P0781200
A1132925,MISSING,PENDING,P0781200
A1132925,F4,UNAVAILABLE,P0781200
A1132925,FOSTER,PENDING,P0781200
A1132926,CC 38,UNAVAILABLE,P0611317
A1132926,N09,UNAVAILABLE,P0611317
A1132926,N09,AVAILABLE,P0975378
A1132926,F1,UNAVAILABLE,P0611317
A1132926,F1,UNAVAILABLE,P0611317
A1132927,F1,UNAVAILABLE,P0611317
A1132927,F1,UNAVAILABLE,P0611317
A1132927,N09,AVAILABLE,P0975378
A1132927,N09,UNAVAILABLE,P0611317
A1132927,CC 37,UNAVAILABLE,P0611317
A1132928,AD 023,UNAVAILABLE,P0975217
A1132929,196006-01,IMPOUNDED,P9991230
A1132930,LFC 081,AVAILABLE,P0498860
A1132931,LOST,IMPOUNDED,P0975381
A1132932,LOST,IMPOUNDED,P0975382
A1132933,FOUND,IMPOUNDED,P0975383
A1132935,VIP07,UNAVAILABLE,P0975291
A1132937,186035-01,IMPOUNDED,P9991754
A1132938,N01,PENDING,P0975386
A1132938,VT 01,AVAILABLE,P0975386
A1132938,FOSTER,UNAVAILABLE,P0975441
A1132939,DC 02,UNAVAILABLE,P9998462
A1132940,AC 013,UNAVAILABLE,P0899767
A1132941,AC 013,UNAVAILABLE,P0899767
A1132942,AC 011,AVAILABLE,P0899767
A1132943,AC 011,AVAILABLE,P0899767
A1132944,FOUND,IMPOUNDED,P0975391
A1132945,LFD 066,AVAILABLE,P0975388
A1132946,186035-01,IMPOUNDED,P9991754
A1132949,VT 04,IMPOUNDED,P9991754
A1132951,ID12B,IMPOUNDED,P0007147
A1132953,N02,IMPOUNDED,P0805309
A1132954,N02,IMPOUNDED,P0805309
A1132955,N02,IMPOUNDED,P0805309
A1132956,AD 103,UNAVAILABLE,P0975400
A1132957,AD 048,UNAVAILABLE,P0975399
A1132957,QD 27,LAB,P0978125
A1132958,LOST,IMPOUNDED,P0975404
A1132959,176002-01,IMPOUNDED,P9998462
A1132960,176002-01,IMPOUNDED,P9998462
A1132962,LOST,IMPOUNDED,P0975409
A1132963,LOST,IMPOUNDED,P0975410
A1132968,FOUND,IMPOUNDED,P0975417
A1132969,LAB 01,IMPOUNDED,P0928462
A1132970,LOST,IMPOUNDED,P0975422
A1132971,LOST,IMPOUNDED,P0975423
A1132973,DC 02,IMPOUNDED,P9991776
A1132974,VT 06,UNAVAILABLE,P9991776
A1132974,INJD 014,UNAVAILABLE,P0976585
A1132975,CC 01,AVAILABLE,P9991776
A1132977,LFSD 01,UNAVAILABLE,P0975403
A1132978,FREEZER,LAB,P0975403
A1132979,INJD 016,UNAVAILABLE,P0623246
A1132981,LOST,IMPOUNDED,P0975432
A1132982,FOUND,IMPOUNDED,P0975433
A1132983,DC 06,UNAVAILABLE,P0963579
A1132984,LOST,IMPOUNDED,P0975438
A1132987,N06,PENDING,P0652457
A1132987,F1,PENDING,P0881905
A1132987,CC 26,PENDING,P0881905
A1132987,F1,UNAVAILABLE,P0881905
A1132987,F1,UNAVAILABLE,P0881905
A1132988,N06,AVAILABLE,P0652457
A1132988,FREEZER,UNAVAILABLE,P0881905
A1132989,DC 24,UNAVAILABLE,P0975429
A1132993,DC 06,IMPOUNDED,P0975446
A1132995,LOST,IMPOUNDED,P0975450
A1132997,AD 090,LAB,P0975264
A1132998,AD 071,UNAVAILABLE,P0975454
A1132998,LFD 071,UNAVAILABLE,P0983185
A1132998,AD 002,AVAILABLE,P0994867
A1132998,AD 071,AVAILABLE,P0995479
A1133000,LFD 106,AVAILABLE,P9998471
A1133007,AD 069,AVAILABLE,P0798016
A1133008,096026-01,UNAVAILABLE,P9998462
A1133010,LFC 076,IMPOUNDED,P0826954
A1133011,AD 035,UNAVAILABLE,P9991753
A1133011,FOSTER,PENDING,P0981864
A1133011,AD 057,AVAILABLE,P0979854
A1133012,AD 094,UNAVAILABLE,P9991753
A1133013,AD 019,UNAVAILABLE,P9991753
A1133014,LFD 167,UNAVAILABLE,P9991753
A1133015,LOST,IMPOUNDED,P0975489
A1133016,LOST,IMPOUNDED,P0975490
A1133017,LOST,IMPOUNDED,P0975491
A1133018,LOST,IMPOUNDED,P0975492
A1133019,LOST,IMPOUNDED,P0975493
A1133020,LAB 04,LAB,P9991753
A1133021,FREEZER,IMPOUNDED,P0975314
A1133022,DC 07,RELEASED FROM QUARANTINE,P0855342
A1133023,AC 007,UNAVAILABLE,P0975498
A1133024,AC 019,UNAVAILABLE,P0975498
A1133031,K01,AVAILABLE,P0606936
A1133031,CC 30,PENDING,P0925709
A1133032,AC 027,UNAVAILABLE,P0606936
A1133034,FOUND,IMPOUNDED,P0975508
A1133035,LAB 10,IMPOUNDED,P9991230
A1133038,176002-01,UNAVAILABLE,P0975472
A1133039,LOST,IMPOUNDED,P0975512
A1133040,PUPS 3,AVAILABLE,P0954158
A1133042,DC 16,RELEASED FROM QUARANTINE,P0975518
A1133044,LFC 053,UNAVAILABLE,P0924552
A1133046,CC 12,AVAILABLE,P0975522
A1133049,176001-01,UNAVAILABLE,P0975413
A1133050,AD 021,UNAVAILABLE,P9998447
A1133051,DC 07,EU RISK,P0975526
A1133051,FREEZER,LAB,P0975526
A1133054,AD 102,UNAVAILABLE,P9991549
A1133055,LFD 158,UNAVAILABLE,P9991213
A1133056,AC 007,UNAVAILABLE,P0975533
A1133057,AD 004,UNAVAILABLE,P0975538
A1133060,7A,PENDING,P9991748
A1133060,VIP25,EU RISK,P0982790
A1133060,OFFICE,UNAVAILABLE,P0912811
A1133060,INJD 007,UNAVAILABLE,P0912811
A1133060,INJD 011,UNAVAILABLE,P0912811
A1133060,FOSTER,EU RISK,P0742237
A1133060,FOSTER,PENDING,P0912811
A1133061,PUPS 3,UNAVAILABLE,P9991748
A1133061,AD 064,UNAVAILABLE,P8899000
A1133062,LFSD 10,UNAVAILABLE,P9991748
A1133063,AD 031,UNAVAILABLE,P9991748
A1133063,VIP02,PENDING,P9998460
A1133063,VT 10,PENDING,P0975044
A1133064,FREEZER,UNAVAILABLE,P0975535
A1133065,N05,UNAVAILABLE,P0975545
A1133068,LFD 162,UNAVAILABLE,P0919140
A1133069,LOST,IMPOUNDED,P0975550
A1133070,LFC 011,UNAVAILABLE,P0975553
A1133072,LOST,IMPOUNDED,P0975557
A1133073,FOUND,IMPOUNDED,P0975558
A1133074,AC 025,UNAVAILABLE,P0975556
A1133075,AC 007,UNAVAILABLE,P0899767
A1133075,LFC 007,UNAVAILABLE,P0975792
A1133076,AC 025,UNAVAILABLE,P0899767
A1133077,AD 022,EU RISK,P9991748
A1133078,AC 025,UNAVAILABLE,P0899767
A1133079,AD 045,UNAVAILABLE,P0975569
A1133080,VT 08,UNAVAILABLE,P0975571
A1133082,AC 023,UNAVAILABLE,P0699649
A1133083,AC 023,UNAVAILABLE,P0699649
A1133086,AD 024,UNAVAILABLE,P0975581
A1133086,LFD 067,UNAVAILABLE,P0508132
A1133086,LFD 057,UNAVAILABLE,P0979123
A1133087,LOST,IMPOUNDED,P0975583
A1133088,AC 027,UNAVAILABLE,P0975582
A1133089,LFSD 19,IMPOUNDED,P0975587
A1133090,LFC 073,IMPOUNDED,P0975593
A1133091,206007-01,IMPOUNDED,P9991213
A1133092,DC 25,IMPOUNDED,P0665924
A1133093,LFD 150,AVAILABLE,P0975598
A1133095,FREEZER,UNAVAILABLE,P0736997
A1133096,176001-01,IMPOUNDED,P9991776
A1133099,LOST,IMPOUNDED,P0975612
A1133100,LOST,IMPOUNDED,P0975613
A1133101,LOST,IMPOUNDED,P0975614
A1133102,LOST,IMPOUNDED,P0975615
A1133103,LOST,IMPOUNDED,P0975616
A1133104,LOST,IMPOUNDED,P0975617
A1133105,AD 019,UNAVAILABLE,P0975611
A1133106,AD 028,UNAVAILABLE,P0975541
A1133107,LOST,IMPOUNDED,P0975624
A1133108,LOST,IMPOUNDED,P0975625
A1133109,AD 013,AVAILABLE,P0975605
A1133109,INJD 010,AVAILABLE,P0978495
A1133111,AD 098,UNAVAILABLE,P0975633
A1133113,LOST,IMPOUNDED,P0975631
A1133114,LOST,IMPOUNDED,P0975632
A1133117,LFD 151,UNAVAILABLE,P9991782
A1133118,INCU 01,AVAILABLE,P9991783
A1133118,VT 01,AVAILABLE,P0923315
A1133118,VT 04,IMPOUNDED,P0923315
A1133119,INCU 01,AVAILABLE,P9991783
A1133119,VT 01,IMPOUNDED,P0923315
A1133119,CC 37,UNAVAILABLE,P0923315
A1133120,CC 38,UNAVAILABLE,P0923315
A1133120,INCU 01,PENDING,P9991783
A1133121,INCU 01,UNAVAILABLE,P9991783
A1133121,FREEZER,UNAVAILABLE,P0923315
A1133122,INCU 01,AVAILABLE,P9991783
A1133122,CC 24,UNAVAILABLE,P0923315
A1133123,CC 36,UNAVAILABLE,P0923315
A1133123,INCU 01,PENDING,P9991783
A1133124,LOST,IMPOUNDED,P0975639
A1133125,K04,AVAILABLE,P0974972
A1133125,CC 22,AVAILABLE,P0975274
A1133125,F2,UNAVAILABLE,P0975274
A1133126,FREEZER,UNAVAILABLE,P0975274
A1133126,K04,AVAILABLE,P0974972
A1133127,LOST,IMPOUNDED,P0975640
A1133128,LOST,IMPOUNDED,P0975641
A1133129,LFD 091,UNAVAILABLE,P0975642
A1133130,LFD 091,UNAVAILABLE,P0975642
A1133130,LFD 095,PENDING,P0994479
A1133130,FOSTER,UNAVAILABLE,P0994819
A1133131,LOST,IMPOUNDED,P0975646
A1133134,FOUND,IMPOUNDED,P0975649
A1133135,VIP09,UNAVAILABLE,P0975630
A1133138,LOST,IMPOUNDED,P0975657
A1133139,LOST,IMPOUNDED,P0975658
A1133140,LOST,IMPOUNDED,P0975659
A1133141,LFD 117,UNAVAILABLE,P0975660
A1133142,VIP01,UNAVAILABLE,P0972635
A1133142,VIP15,AVAILABLE,P0542160
A1133142,FOSTER,PENDING,P0987567
A1133142,AD 019,UNAVAILABLE,P0988549
A1133143,F1,UNAVAILABLE,P0681894
A1133143,AD 019,AVAILABLE,P0975661
A1133144,DC 01,IMPOUNDED,P0975678
A1133145,AD 094,UNAVAILABLE,P0800200
A1133146,LFD 119,AVAILABLE,P0975680
A1133147,AD 016,UNAVAILABLE,P9991768
A1133149,LFD 120,UNAVAILABLE,P0975681
A1133150,VIP05,UNAVAILABLE,P0975682
A1133151,096027-01,IMPOUNDED,P0975672
A1133155,LFD 102,UNAVAILABLE,P9991764
A1133156,N08,AVAILABLE,P0720920
A1133156,F1,UNAVAILABLE,P0975691
A1133157,F1,UNAVAILABLE,P0975691
A1133157,N08,AVAILABLE,P0720920
A1133158,N08,AVAILABLE,P0720920
A1133158,F1,UNAVAILABLE,P0975691
A1133160,LOST,IMPOUNDED,P0975688
A1133161,DC 07,RELEASED FROM QUARANTINE,P1005294
A1133162,AC 013,UNAVAILABLE,P0739213
A1133163,AC 013,UNAVAILABLE,P0739213
A1133163,LFC 005,UNAVAILABLE,P0739313
A1133167,AC 009,UNAVAILABLE,P0739213
A1133170,AC 009,UNAVAILABLE,P0739213
A1133171,AC 011,UNAVAILABLE,P0739213
A1133172,AC 011,UNAVAILABLE,P0739213
A1133173,LFSD 23,UNAVAILABLE,P9998461
A1133174,LFSD 03,AVAILABLE,P9998451
A1133174,VT 02,AVAILABLE,P0972831
A1133174,AD 051,AVAILABLE,P0895178
A1133174,FOSTER,PENDING,P0972831
A1133175,LAB 01,LAB,P9998451
A1133177,AD 053,UNAVAILABLE,P0975693
A1133178,LAB 11,IMPOUNDED,P0954939
A1133179,AD 093,UNAVAILABLE,P0975693
A1133180,AD 091,UNAVAILABLE,P0975693
A1133181,AD 102,AVAILABLE,P0975693
A1133182,AD 103,UNAVAILABLE,P0975693
A1133182,LFD 100,UNAVAILABLE,P0995451
A1133182,AD 081,EU RISK,P9991770
A1133183,INJD 014,UNAVAILABLE,P0975693
A1133184,AD 092,UNAVAILABLE,P0975693
A1133185,FREEZER,UNAVAILABLE,P0975696
A1133186,186032-01,IMPOUNDED,P9991749
A1133187,VIP12,AVAILABLE,P9991764
A1133188,AD 064,PENDING,P0965309
A1133188,FOSTER,PENDING,P0977366
A1133188,LFD 102,UNAVAILABLE,P0978923
A1133189,DC 04,UNAVAILABLE,P0788982
A1133190,AD 101,UNAVAILABLE,P0788982
A1133191,AD 101,UNAVAILABLE,P0788982
A1133192,LOST,IMPOUNDED,P0975720
A1133193,LOST,IMPOUNDED,P0975721
A1133194,LOST,IMPOUNDED,P0975722
A1133195,AD 044,UNAVAILABLE,P0975668
A1133196,LFD 081,IMPOUNDED,P0917254
A1133197,LFD 136,AVAILABLE,P0937399
A1133198,VT 08,UNAVAILABLE,P0975712
A1133199,FOUND,IMPOUNDED,P0975730
A1133201,K02,AVAILABLE,P0975731
A1133201,CC 15,PENDING,P0939948
A1133202,AD 055,UNAVAILABLE,P0975714
A1133203,FREEZER,UNAVAILABLE,P0975714
A1133204,VIP19,UNAVAILABLE,P0975736
A1133204,VIP07,AVAILABLE,P0630231
A1133205,LOST,IMPOUNDED,P0975739
A1133206,VT 06,UNAVAILABLE,P0975741
A1133207,DC 05,RELEASED FROM QUARANTINE,P0975743
A1133209,LOST,IMPOUNDED,P0975746
A1133210,LFD 133,IMPOUNDED,P9991749
A1133211,AD 045,AVAILABLE,P9998456
A1133211,INJD 007,AVAILABLE,P0978206
A1133218,DC 11,UNAVAILABLE,P9998456
A1133219,AD 092,UNAVAILABLE,P9998456
A1133220,AD 094,UNAVAILABLE,P9998456
A1133221,DC 13,UNAVAILABLE,P9998456
A1133222,DC 13,UNAVAILABLE,P9998456
A1133223,AD 101,AVAILABLE,P9998456
A1133223,PSDOG 02,AVAILABLE,P0542160
A1133224,DC 11,UNAVAILABLE,P9998456
A1133225,DC 11,UNAVAILABLE,P9998456
A1133226,DC 11,UNAVAILABLE,P9998456
A1133228,AD 013,UNAVAILABLE,P0968374
A1133228,AD 030,UNAVAILABLE,P0945555
A1133229,LOST,IMPOUNDED,P0975752
A1133230,AD 083,PRE-LAB,P0975754
A1133231,DC 04,AVAILABLE,P9998455
A1133232,LOST,IMPOUNDED,P0975761
A1133234,AD 020,UNAVAILABLE,P0975759
A1133234,LAB 03,LAB,P0965449
A1133235,FOUND,IMPOUNDED,P0975769
A1133236,096028-01,IMPOUNDED,P9998462
A1133237,096028-01,IMPOUNDED,P9998462
A1133238,096028-01,IMPOUNDED,P9998462
A1133243,FREEZER,IMPOUNDED,P0975781
A1133248,AC 005,UNAVAILABLE,P0975783
A1133249,LOST,IMPOUNDED,P0975784
A1133250,LFD 082,UNAVAILABLE,P0975786
A1133251,AD 042,UNAVAILABLE,P0975787
A1133252,FREEZER,LAB,P0975789
A1133253,DC 05,IMPOUNDED,P0975791
A1133253,ID23B,IMPOUNDED,P9991195
A1133254,LFD 081,AVAILABLE,P0956547
A1133254,186036-01,UNAVAILABLE,P0976615
A1133254,AD 103,UNAVAILABLE,P0976067
A1133258,LOST,IMPOUNDED,P0975795
A1133260,AC 023,UNAVAILABLE,P0975796
A1133261,AC 023,UNAVAILABLE,P0975796
A1133262,AC 023,UNAVAILABLE,P0975796
A1133263,AD 042,UNAVAILABLE,P0975798
A1133264,VIP03,AVAILABLE,P0869139
A1133265,FOUND,IMPOUNDED,P0975807
A1133267,VIP04,UNAVAILABLE,P0919911
A1133268,AD 012,UNAVAILABLE,P0919911
A1133269,AD 012,AVAILABLE,P0919911
A1133270,LFSD 19,UNAVAILABLE,P0919911
A1133271,AD 012,AVAILABLE,P0919911
A1133272,N01,UNAVAILABLE,P0743337
A1133275,K01,UNAVAILABLE,P0947667
A1133276,DC 02,UNAVAILABLE,P0888304
A1133278,FOUND,IMPOUNDED,P0975814
A1133280,186032-01,UNAVAILABLE,P9991749
A1133281,LOST,IMPOUNDED,P0975822
A1133282,K05,AVAILABLE,P0975775
A1133282,AC 009,UNAVAILABLE,P0841681
A1133283,FREEZER,LAB,P0671221
A1133283,AD 024,AVAILABLE,P9991749
A1133284,AD 072,LAB,P0975815
A1133285,AD 041,EU RISK,P0975709
A1133291,PCD 04,LAB,P0795252
A1133292,186032-01,UNAVAILABLE,P0942605
A1133293,186034-01,IMPOUNDED,P9991782
A1133294,AD 006,UNAVAILABLE,P9998467
A1133294,OFFICE,UNAVAILABLE,P0976884
A1133295,LOST,IMPOUNDED,P0975840
A1133296,LOST,IMPOUNDED,P0975841
A1133299,DC 22,UNAVAILABLE,P0961728
A1133300,AD 045,UNAVAILABLE,P0975837
A1133300,AD 063,LAB,P0976868
A1133302,AD 052,UNAVAILABLE,P0975835
A1133303,PCD 24,UNAVAILABLE,P9991749
A1133304,LFSD 20,UNAVAILABLE,P9991171
A1133306,FOUND,IMPOUNDED,P0975849
A1133307,PCD 08,UNAVAILABLE,P9998456
A1133309,LOST,IMPOUNDED,P0975853
A1133311,196007-01,UNAVAILABLE,P9991723
A1133312,AD 008,UNAVAILABLE,P0975723
A1133313,FREEZER,UNAVAILABLE,P0888773
A1133315,K04,AVAILABLE,P0571176
A1133315,K07,UNAVAILABLE,P0938000
A1133315,AC 001,UNAVAILABLE,P0115019
A1133317,FREEZER,UNAVAILABLE,P0860058
A1133318,QC 01,RELEASED FROM QUARANTINE,P0975856
A1133319,196007-01,IMPOUNDED,P9991723
A1133320,VIP09,UNAVAILABLE,P0944063
A1133321,186036-01,UNAVAILABLE,P9991764
A1133322,LFD 055,AVAILABLE,P0975873
A1133324,VIP20,AVAILABLE,P0975871
A1133324,FOSTER,PENDING,P0981227
A1133325,FOUND,IMPOUNDED,P0975878
A1133326,AD 008,UNAVAILABLE,P0814084
A1133328,VT 11,AVAILABLE,P0964610
A1133328,F2,UNAVAILABLE,P0925852
A1133328,VT 01,UNAVAILABLE,P0925852
A1133328,LFC 019,UNAVAILABLE,P0925852
A1133329,LOST,IMPOUNDED,P0975884
A1133330,LOST,IMPOUNDED,P0975885
A1133333,AD 083,EU RISK,P0886650
A1133333,FOSTER,PENDING,P0871686
A1133334,K06,UNAVAILABLE,P0975890
A1133335,FOUND,IMPOUNDED,P0975903
A1133336,FOUND,IMPOUNDED,P0975904
A1133338,LOST,IMPOUNDED,P0975906
A1133339,LOST,IMPOUNDED,P0975907
A1133340,LFC 026,AVAILABLE,P0975898
A1133341,MISSING,AVAILABLE,P0975898
A1133342,MISSING,AVAILABLE,P0975898
A1133344,MISSING,AVAILABLE,P0975898
A1133345,206009-01,IMPOUNDED,P9991721
A1133346,LFSD 17,IMPOUNDED,P0896601
A1133348,FOUND,IMPOUNDED,P0975920
A1133350,DC 03,UNAVAILABLE,P0836412
A1133351,DC 05,UNAVAILABLE,P0954868
A1133351,PCD 04,UNAVAILABLE,P9998456
A1133352,AC 043,UNAVAILABLE,P0003602
A1133353,IC 01,UNAVAILABLE,P0975927
A1133354,IC 14,UNAVAILABLE,P0975927
A1133355,LAB 01,LAB,P0975897
A1133356,DC 04,AVAILABLE,P0975932
A1133357,VIP24,AVAILABLE,P0975934
A1133358,LFD 055,UNAVAILABLE,P0975934
A1133358,LFSD 19,UNAVAILABLE,P0978666
A1133359,LFD 093,AVAILABLE,P0975934
A1133359,LFD 145,UNAVAILABLE,P0976953
A1133361,AD 064,UNAVAILABLE,P9991721
A1133362,186035-01,IMPOUNDED,P0975895
A1133363,AD 021,AVAILABLE,P9991721
A1133364,LOST,IMPOUNDED,P0975941
A1133366,DC 21,PENDING,P0975915
A1133366,AD 001,UNAVAILABLE,P0976150
A1133367,AD 045,UNAVAILABLE,P0975947
A1133370,LOST,IMPOUNDED,P0975959
A1133371,VIP08,UNAVAILABLE,P9991770
A1133371,FREEZER,LAB,P0978049
A1133372,186035-01,IMPOUNDED,P9991783
A1133373,VIP03,UNAVAILABLE,P0975966
A1133374,186035-01,IMPOUNDED,P9991783
A1133375,IC 03,UNAVAILABLE,P0967930
A1133378,LOST,IMPOUNDED,P0975971
A1133380,LFD 004,UNAVAILABLE,P0975863
A1133383,K02,PENDING,P0975967
A1133383,F1,PENDING,P9998470
A1133383,CC 32,PENDING,P9998470
A1133383,VT 01,PENDING,P9998470
A1133383,K02,PENDING,P9998470
A1133384,LOST,IMPOUNDED,P0975976
A1133385,PCD 17,LAB,P0975977
A1133386,PCD 17,LAB,P0975977
A1133387,PUPS 1,IMPOUNDED,P0955895
A1133387,AD 025,UNAVAILABLE,P0978488
A1133391,FOUND,IMPOUNDED,P0975981
A1133393,LFD 096,UNAVAILABLE,P9991748
A1133396,LAB 01,LAB,P0973508
A1133397,VIP22,UNAVAILABLE,P0976159
A1133398,CC 06,AVAILABLE,P0975988
A1133399,FOUND,IMPOUNDED,P0975998
A1133403,LFD 095,UNAVAILABLE,P0975923
A1133404,LFSD 19,UNAVAILABLE,P0975923
A1133405,DC 02,AVAILABLE,P0975857
A1133406,AD 033,AVAILABLE,P0975857
A1133407,FOUND,IMPOUNDED,P0976004
A1133408,FOUND,IMPOUNDED,P0976005
A1133409,LOST,IMPOUNDED,P0976006
A1133410,CC 07,AVAILABLE,P0975997
A1133411,LFD 137,UNAVAILABLE,P0976003
A1133414,AD 091,UNAVAILABLE,P9998466
A1133415,LAB 04,LAB,P0976013
A1133416,AD 091,AVAILABLE,P0976014
A1133417,LFD 036,UNAVAILABLE,P0975626
A1133417,INJD 007,UNAVAILABLE,P0976552
A1133417,INJD 010,UNAVAILABLE,P0976552
A1133417,INJD 008,UNAVAILABLE,P0976552
A1133417,INJD 007,UNAVAILABLE,P0976552
A1133418,AD 079,UNAVAILABLE,P0974622
A1133419,AD 079,UNAVAILABLE,P0974622
A1133422,LFD 167,IMPOUNDED,P0893316
A1133423,AC 007,AVAILABLE,P0976025
A1133424,FREEZER,UNAVAILABLE,P0976029
A1133426,LFC 049,UNAVAILABLE,P0976025
A1133426,AC 003,UNAVAILABLE,P0762013
A1133428,LAB 01,AVAILABLE,P0976025
A1133429,AC 011,AVAILABLE,P0976025
A1133430,LAB 01,AVAILABLE,P0976025
A1133431,LOST,IMPOUNDED,P0976033
A1133432,QD 11,LAB,P0976034
A1133434,LFSD 16,UNAVAILABLE,P0976046
A1133434,AD 092,UNAVAILABLE,P0890726
A1133435,DC 02,IMPOUNDED,P0976050
A1133436,CC 02,AVAILABLE,P0976056
A1133437,PUPS 4,UNAVAILABLE,P0976010
A1133438,AC 001,AVAILABLE,P0976054
A1133438,AC 001,AVAILABLE,P0735652
A1133439,QD 15,LAB,P9998451
A1133440,LFD 046,AVAILABLE,P0976061
A1133441,AD 036,UNAVAILABLE,P0976064
A1133442,LFD 045,AVAILABLE,P0976066
A1133442,186035-01,IMPOUNDED,P9991744
A1133443,QD 08,UNAVAILABLE,P0976022
A1133444,SHD 12,IMPOUNDED,P0976069
A1133445,AC 017,UNAVAILABLE,P0976070
A1133446,FREEZER,UNAVAILABLE,P0718371
A1133447,AC 009,UNAVAILABLE,P0976070
A1133448,LFSD 11,UNAVAILABLE,P0976073
A1133449,LFD 034,AVAILABLE,P9998465
A1133449,F3,UNAVAILABLE,P0959205
A1133449,LAB 04,LAB,P0980536
A1133454,LOST,IMPOUNDED,P0976079
A1133455,LOST,IMPOUNDED,P0976085
A1133456,LOST,IMPOUNDED,P0976086
A1133457,LOST,IMPOUNDED,P0976087
A1133458,LOST,IMPOUNDED,P0976088
A1133459,CC 24,UNAVAILABLE,P9998456
A1133460,LOST,IMPOUNDED,P0976090
A1133461,QD 09,LAB,P0976287
A1133462,ID18A,RELEASED FROM QUARANTINE,P0863984
A1133463,LOST,IMPOUNDED,P0976093
A1133466,VIP17,EU RISK,P9991574
A1133466,FOSTER,PENDING,P0914869
A1133468,DC 06,AVAILABLE,P0976097
A1133468,VIP24,AVAILABLE,P9998480
A1133469,AD 071,UNAVAILABLE,P0976097
A1133470,LFC 055,UNAVAILABLE,P0766556
A1133472,DC 02,IMPOUNDED,P9991748
A1133475,FOUND,IMPOUNDED,P0976110
A1133476,LAB 01,LAB,P0976117
A1133477,LOST,IMPOUNDED,P0976118
A1133478,VT 04,IMPOUNDED,P0975830
A1133479,AC 041,UNAVAILABLE,P0777236
A1133480,AD 101,UNAVAILABLE,P0976122
A1133481,AD 063,UNAVAILABLE,P0976115
A1133482,AD 052,UNAVAILABLE,P0905107
A1133482,LFD 148,UNAVAILABLE,P0979410
A1133483,6A,AVAILABLE,P0978186
A1133483,VIP08,AVAILABLE,P0976123
A1133484,LFD 088,UNAVAILABLE,P0976123
A1133486,LOST,IMPOUNDED,P0976126
A1133488,PUPS 3,UNAVAILABLE,P0976121
A1133489,MISSING,AVAILABLE,P0976125
A1133490,AD 038,AVAILABLE,P0976133
A1133491,LOST,IMPOUNDED,P0976135
A1133492,PUPS 2,EU RISK,P0976134
A1133493,CC 07,UNAVAILABLE,P0976016
A1133494,LFD 042,UNAVAILABLE,P0920607
A1133494,LFD 152,IMPOUNDED,P1010153
A1133495,CC 01,AVAILABLE,P0976016
A1133499,AC 015,UNAVAILABLE,P0961344
A1133500,AD 029,UNAVAILABLE,P0976130
A1133501,AC 015,UNAVAILABLE,P0961344
A1133502,AC 015,UNAVAILABLE,P0961344
A1133503,186035-01,IMPOUNDED,P9991754
A1133504,AC 015,AVAILABLE,P0961344
A1133505,AC 015,AVAILABLE,P0961344
A1133506,AD 002,UNAVAILABLE,P9998471
A1133507,186035-01,IMPOUNDED,P9991754
A1133508,AC 033,UNAVAILABLE,P0961344
A1133509,LFD 166,AVAILABLE,P9998471
A1133510,AC 033,UNAVAILABLE,P0961344
A1133511,AC 033,UNAVAILABLE,P0961344
A1133512,AC 033,UNAVAILABLE,P0961344
A1133513,FOUND,IMPOUNDED,P0976149
A1133514,AC 035,UNAVAILABLE,P0976154
A1133517,AD 090,UNAVAILABLE,P0976159
A1133518,DC 18,UNAVAILABLE,P0976159
A1133518,LFD 102,EU RISK,P0960147
A1133519,AD 091,UNAVAILABLE,P0976159
A1133519,LFD 082,UNAVAILABLE,P0910770
A1133520,AD 091,UNAVAILABLE,P0976159
A1133521,AD 091,UNAVAILABLE,P0976159
A1133522,DC 17,UNAVAILABLE,P0976159
A1133523,DC 18,UNAVAILABLE,P0976159
A1133524,AD 091,UNAVAILABLE,P0976159
A1133525,DC 17,UNAVAILABLE,P0976159
A1133527,FOUND,IMPOUNDED,P0976164
A1133528,LOST,IMPOUNDED,P0976165
A1133529,INJD 013,UNAVAILABLE,P0899515
A1133531,LFD 086,UNAVAILABLE,P0976174
A1133532,DC 03,UNAVAILABLE,P0714178
A1133533,VIP08,AVAILABLE,P0898307
A1133533,INJD 008,AVAILABLE,P0886505
A1133533,F1,UNAVAILABLE,P0886505
A1133534,AD 043,UNAVAILABLE,P9991782
A1133535,MISSING,LAB,P9991782
A1133538,176001-01,IMPOUNDED,P9991776
A1133539,176001-01,IMPOUNDED,P9991776
A1133544,QD 19,LAB,P9991776
A1133546,LOST,IMPOUNDED,P0976189
A1133547,LOST,IMPOUNDED,P0976190
A1133548,LFD 087,UNAVAILABLE,P9998465
A1133554,LOST,IMPOUNDED,P0976194
A1133555,LOST,IMPOUNDED,P0976195
A1133556,FREEZER,IMPOUNDED,P0976191
